"Datum","Uhrzeit","Event","EventSec","EventC","pseudodate","Year"
2020-03-13,"19:01:35","aus",68495,-1,"2020-03-13","2020"
2020-03-13,"19:01:41","ein",68501,1,"2020-03-13","2020"
2020-03-13,"19:04:19","aus",68659,-1,"2020-03-13","2020"
2020-03-13,"19:04:45","ein",68685,1,"2020-03-13","2020"
2020-03-13,"19:14:01","aus",69241,-1,"2020-03-13","2020"
2020-03-13,"19:14:07","aus",69247,-1,"2020-03-13","2020"
2020-03-13,"19:14:31","ein",69271,1,"2020-03-13","2020"
2020-03-13,"19:22:54","aus",69774,-1,"2020-03-13","2020"
2020-03-13,"19:22:54","aus",69774,-1,"2020-03-13","2020"
2020-03-13,"19:23:06","ein",69786,1,"2020-03-13","2020"
2020-03-13,"19:26:50","aus",70010,-1,"2020-03-13","2020"
2020-03-13,"19:29:36","aus",70176,-1,"2020-03-13","2020"
2020-03-13,"19:29:44","aus",70184,-1,"2020-03-13","2020"
2020-03-13,"19:29:44","ein",70184,1,"2020-03-13","2020"
2020-03-13,"19:37:58","aus",70678,-1,"2020-03-13","2020"
2020-03-13,"19:38:14","ein",70694,1,"2020-03-13","2020"
2020-03-13,"19:44:48","aus",71088,-1,"2020-03-13","2020"
2020-03-13,"19:45:28","aus",71128,-1,"2020-03-13","2020"
2020-03-13,"19:45:54","ein",71154,1,"2020-03-13","2020"
2020-03-13,"19:46:29","ein",71189,1,"2020-03-13","2020"
2020-03-13,"20:00:30","aus",72030,-1,"2020-03-13","2020"
2020-03-13,"20:00:35","ein",72035,1,"2020-03-13","2020"
2020-03-13,"20:03:54","aus",72234,-1,"2020-03-13","2020"
2020-03-13,"20:03:54","aus",72234,-1,"2020-03-13","2020"
2020-03-13,"20:04:04","ein",72244,1,"2020-03-13","2020"
2020-03-13,"20:07:12","aus",72432,-1,"2020-03-13","2020"
2020-03-13,"20:07:17","aus",72437,-1,"2020-03-13","2020"
2020-03-13,"20:07:50","ein",72470,1,"2020-03-13","2020"
2020-03-13,"20:13:30","aus",72810,-1,"2020-03-13","2020"
2020-03-13,"20:21:47","aus",73307,-1,"2020-03-13","2020"
2020-03-13,"20:31:04","ein",73864,1,"2020-03-13","2020"
2020-03-13,"20:32:35","aus",73955,-1,"2020-03-13","2020"
2020-03-13,"20:32:40","ein",73960,1,"2020-03-13","2020"
2020-03-13,"20:47:11","aus",74831,-1,"2020-03-13","2020"
2020-03-13,"21:05:44","aus",75944,-1,"2020-03-13","2020"
2020-03-13,"21:11:56","ein",76316,1,"2020-03-13","2020"
2020-03-13,"21:17:01","ein",76621,1,"2020-03-13","2020"
2020-03-13,"21:34:43","aus",77683,-1,"2020-03-13","2020"
2020-03-13,"21:38:58","aus",77938,-1,"2020-03-13","2020"
2020-03-13,"21:39:07","ein",77947,1,"2020-03-13","2020"
2020-03-13,"21:55:12","aus",78912,-1,"2020-03-13","2020"
2020-03-13,"21:56:56","aus",79016,-1,"2020-03-13","2020"
2020-03-13,"21:59:29","ein",79169,1,"2020-03-13","2020"
2020-03-13,"22:00:02","aus",79202,-1,"2020-03-13","2020"
2020-03-13,"22:00:26","ein",79226,1,"2020-03-13","2020"
2020-03-13,"22:24:12","aus",80652,-1,"2020-03-13","2020"
2020-03-13,"22:24:20","ein",80660,1,"2020-03-13","2020"
2020-03-13,"22:24:26","aus",80666,-1,"2020-03-13","2020"
2020-03-13,"22:25:25","ein",80725,1,"2020-03-13","2020"
2020-03-13,"22:45:48","aus",81948,-1,"2020-03-13","2020"
2020-03-13,"22:46:23","ein",81983,1,"2020-03-13","2020"
2020-03-13,"23:43:35","aus",85415,-1,"2020-03-13","2020"
2020-03-13,"23:43:37","ein",85417,1,"2020-03-13","2020"
2020-03-13,"23:43:48","ein",85428,1,"2020-03-13","2020"
2020-03-13,"23:58:14","aus",86294,-1,"2020-03-13","2020"
2020-03-14,"00:08:47","aus",527,-1,"2020-03-13","2020"
2020-03-14,"00:11:11","ein",671,1,"2020-03-13","2020"
2020-03-14,"00:14:15","aus",855,-1,"2020-03-13","2020"
2020-03-14,"00:26:48","aus",1608,-1,"2020-03-13","2020"
2020-03-14,"00:28:18","ein",1698,1,"2020-03-13","2020"
2020-03-14,"00:32:41","aus",1961,-1,"2020-03-13","2020"
2020-03-14,"00:35:59","ein",2159,1,"2020-03-13","2020"
2020-03-14,"00:39:46","aus",2386,-1,"2020-03-13","2020"
2020-03-14,"00:48:47","ein",2927,1,"2020-03-13","2020"
2020-03-14,"00:53:31","aus",3211,-1,"2020-03-13","2020"
2020-03-14,"00:54:05","ein",3245,1,"2020-03-13","2020"
2020-03-14,"01:00:01","ein",3601,1,"2020-03-13","2020"
2020-03-14,"01:05:04","aus",3904,-1,"2020-03-13","2020"
2020-03-14,"01:13:00","aus",4380,-1,"2020-03-13","2020"
2020-03-14,"01:13:45","ein",4425,1,"2020-03-13","2020"
2020-03-14,"01:18:02","ein",4682,1,"2020-03-13","2020"
2020-03-14,"01:18:03","aus",4683,-1,"2020-03-13","2020"
2020-03-14,"01:18:06","ein",4686,1,"2020-03-13","2020"
2020-03-14,"01:18:11","aus",4691,-1,"2020-03-13","2020"
2020-03-14,"01:19:10","ein",4750,1,"2020-03-13","2020"
2020-03-14,"01:25:49","ein",5149,1,"2020-03-13","2020"
2020-03-14,"01:35:07","aus",5707,-1,"2020-03-13","2020"
2020-03-14,"01:35:07","aus",5707,-1,"2020-03-13","2020"
2020-03-14,"01:36:21","ein",5781,1,"2020-03-13","2020"
2020-03-14,"01:36:23","aus",5783,-1,"2020-03-13","2020"
2020-03-14,"02:01:52","aus",7312,-1,"2020-03-13","2020"
2020-03-14,"02:06:46","aus",7606,-1,"2020-03-13","2020"
2020-03-14,"02:06:47","aus",7607,-1,"2020-03-13","2020"
2020-03-14,"02:07:24","ein",7644,1,"2020-03-13","2020"
2020-03-14,"02:13:04","ein",7984,1,"2020-03-13","2020"
2020-03-14,"02:29:58","aus",8998,-1,"2020-03-13","2020"
2020-03-14,"03:20:12","aus",12012,-1,"2020-03-13","2020"
2020-03-14,"03:21:00","ein",12060,1,"2020-03-13","2020"
2020-03-14,"03:46:29","aus",13589,-1,"2020-03-13","2020"
2020-03-14,"03:46:40","ein",13600,1,"2020-03-13","2020"
2020-03-14,"04:25:33","aus",15933,-1,"2020-03-13","2020"
2020-03-14,"06:13:39","aus",22419,-1,"2020-03-13","2020"
2020-03-14,"06:15:48","ein",22548,1,"2020-03-13","2020"
2020-03-14,"07:20:38","aus",26438,-1,"2020-03-13","2020"
2020-03-14,"07:24:01","aus",26641,-1,"2020-03-13","2020"
2020-03-14,"07:24:04","ein",26644,1,"2020-03-13","2020"
2020-03-14,"14:56:46","aus",53806,-1,"2020-03-14","2020"
2020-03-14,"19:55:56","aus",71756,-1,"2020-03-14","2020"
2020-03-14,"20:09:14","aus",72554,-1,"2020-03-14","2020"
2020-03-14,"20:09:31","aus",72571,-1,"2020-03-14","2020"
2020-03-14,"20:09:57","ein",72597,1,"2020-03-14","2020"
2020-03-14,"20:19:08","aus",73148,-1,"2020-03-14","2020"
2020-03-14,"20:19:50","ein",73190,1,"2020-03-14","2020"
2020-03-14,"20:48:37","aus",74917,-1,"2020-03-14","2020"
2020-03-14,"20:48:45","aus",74925,-1,"2020-03-14","2020"
2020-03-14,"20:48:46","ein",74926,1,"2020-03-14","2020"
2020-03-14,"20:48:48","aus",74928,-1,"2020-03-14","2020"
2020-03-14,"20:48:53","aus",74933,-1,"2020-03-14","2020"
2020-03-14,"20:51:13","aus",75073,-1,"2020-03-14","2020"
2020-03-14,"20:51:23","ein",75083,1,"2020-03-14","2020"
2020-03-14,"21:07:11","aus",76031,-1,"2020-03-14","2020"
2020-03-14,"21:28:48","aus",77328,-1,"2020-03-14","2020"
2020-03-14,"21:28:56","aus",77336,-1,"2020-03-14","2020"
2020-03-14,"21:43:48","aus",78228,-1,"2020-03-14","2020"
2020-03-14,"21:44:30","ein",78270,1,"2020-03-14","2020"
2020-03-14,"22:19:31","aus",80371,-1,"2020-03-14","2020"
2020-03-14,"23:02:36","ein",82956,1,"2020-03-14","2020"
2020-03-14,"23:53:43","aus",86023,-1,"2020-03-14","2020"
2020-03-14,"23:55:16","ein",86116,1,"2020-03-14","2020"
2020-03-15,"00:08:44","aus",524,-1,"2020-03-14","2020"
2020-03-15,"00:13:26","ein",806,1,"2020-03-14","2020"
2020-03-15,"00:17:06","aus",1026,-1,"2020-03-14","2020"
2020-03-15,"00:17:50","ein",1070,1,"2020-03-14","2020"
2020-03-15,"00:33:50","aus",2030,-1,"2020-03-14","2020"
2020-03-15,"00:41:57","aus",2517,-1,"2020-03-14","2020"
2020-03-15,"00:54:17","aus",3257,-1,"2020-03-14","2020"
2020-03-15,"00:54:37","aus",3277,-1,"2020-03-14","2020"
2020-03-15,"00:56:58","ein",3418,1,"2020-03-14","2020"
2020-03-15,"00:58:39","aus",3519,-1,"2020-03-14","2020"
2020-03-15,"00:59:26","ein",3566,1,"2020-03-14","2020"
2020-03-15,"01:05:46","aus",3946,-1,"2020-03-14","2020"
2020-03-15,"01:12:40","ein",4360,1,"2020-03-14","2020"
2020-03-15,"01:28:24","aus",5304,-1,"2020-03-14","2020"
2020-03-15,"01:31:15","ein",5475,1,"2020-03-14","2020"
2020-03-15,"01:31:27","aus",5487,-1,"2020-03-14","2020"
2020-03-15,"01:32:31","ein",5551,1,"2020-03-14","2020"
2020-03-15,"03:02:30","aus",10950,-1,"2020-03-14","2020"
2020-03-15,"03:04:13","ein",11053,1,"2020-03-14","2020"
2020-03-15,"03:35:44","aus",12944,-1,"2020-03-14","2020"
2020-03-15,"03:42:02","ein",13322,1,"2020-03-14","2020"
2020-03-15,"04:04:52","ein",14692,1,"2020-03-14","2020"
2020-03-15,"04:58:16","aus",17896,-1,"2020-03-14","2020"
2020-03-15,"04:59:03","ein",17943,1,"2020-03-14","2020"
2020-03-15,"05:08:01","ein",18481,1,"2020-03-14","2020"
2020-03-15,"05:08:01","ein",18481,1,"2020-03-14","2020"
2020-03-15,"05:08:06","ein",18486,1,"2020-03-14","2020"
2020-03-15,"05:18:41","aus",19121,-1,"2020-03-14","2020"
2020-03-15,"05:22:04","aus",19324,-1,"2020-03-14","2020"
2020-03-15,"05:23:11","ein",19391,1,"2020-03-14","2020"
2020-03-15,"05:23:37","ein",19417,1,"2020-03-14","2020"
2020-03-15,"05:43:07","aus",20587,-1,"2020-03-14","2020"
2020-03-15,"05:49:01","ein",20941,1,"2020-03-14","2020"
2020-03-15,"05:58:51","ein",21531,1,"2020-03-14","2020"
2020-03-15,"06:06:02","aus",21962,-1,"2020-03-14","2020"
2020-03-15,"06:06:49","ein",22009,1,"2020-03-14","2020"
2020-03-15,"06:09:18","aus",22158,-1,"2020-03-14","2020"
2020-03-15,"06:13:43","aus",22423,-1,"2020-03-14","2020"
2020-03-15,"07:27:24","aus",26844,-1,"2020-03-14","2020"
2020-03-15,"07:28:09","ein",26889,1,"2020-03-14","2020"
2020-03-15,"07:28:17","ein",26897,1,"2020-03-14","2020"
2020-03-15,"09:18:28","aus",33508,-1,"2020-03-14","2020"
2020-03-15,"12:28:27","aus",44907,-1,"2020-03-15","2020"
2020-03-15,"18:11:18","aus",65478,-1,"2020-03-15","2020"
2020-03-15,"18:11:37","ein",65497,1,"2020-03-15","2020"
2020-03-15,"19:24:26","aus",69866,-1,"2020-03-15","2020"
2020-03-15,"19:25:08","ein",69908,1,"2020-03-15","2020"
2020-03-15,"19:25:22","aus",69922,-1,"2020-03-15","2020"
2020-03-15,"19:25:50","aus",69950,-1,"2020-03-15","2020"
2020-03-15,"19:25:51","aus",69951,-1,"2020-03-15","2020"
2020-03-15,"19:26:10","ein",69970,1,"2020-03-15","2020"
2020-03-15,"19:36:47","aus",70607,-1,"2020-03-15","2020"
2020-03-15,"19:37:48","ein",70668,1,"2020-03-15","2020"
2020-03-15,"19:38:17","ein",70697,1,"2020-03-15","2020"
2020-03-15,"19:39:47","aus",70787,-1,"2020-03-15","2020"
2020-03-15,"19:57:09","aus",71829,-1,"2020-03-15","2020"
2020-03-15,"19:59:30","aus",71970,-1,"2020-03-15","2020"
2020-03-15,"20:00:14","ein",72014,1,"2020-03-15","2020"
2020-03-15,"20:06:13","aus",72373,-1,"2020-03-15","2020"
2020-03-15,"20:12:11","aus",72731,-1,"2020-03-15","2020"
2020-03-15,"20:12:42","ein",72762,1,"2020-03-15","2020"
2020-03-15,"20:17:46","aus",73066,-1,"2020-03-15","2020"
2020-03-15,"20:36:04","aus",74164,-1,"2020-03-15","2020"
2020-03-15,"20:37:13","ein",74233,1,"2020-03-15","2020"
2020-03-15,"20:42:23","aus",74543,-1,"2020-03-15","2020"
2020-03-15,"20:43:26","aus",74606,-1,"2020-03-15","2020"
2020-03-15,"20:44:30","aus",74670,-1,"2020-03-15","2020"
2020-03-15,"20:48:17","ein",74897,1,"2020-03-15","2020"
2020-03-15,"20:48:33","ein",74913,1,"2020-03-15","2020"
2020-03-15,"20:57:41","aus",75461,-1,"2020-03-15","2020"
2020-03-15,"21:32:44","aus",77564,-1,"2020-03-15","2020"
2020-03-15,"22:09:11","aus",79751,-1,"2020-03-15","2020"
2020-03-15,"23:13:33","aus",83613,-1,"2020-03-15","2020"
2020-03-16,"00:01:11","aus",71,-1,"2020-03-15","2020"
2020-03-16,"00:03:48","aus",228,-1,"2020-03-15","2020"
2020-03-16,"00:28:15","aus",1695,-1,"2020-03-15","2020"
2020-03-16,"01:20:15","aus",4815,-1,"2020-03-15","2020"
2020-03-16,"01:20:40","ein",4840,1,"2020-03-15","2020"
2020-03-16,"01:29:19","aus",5359,-1,"2020-03-15","2020"
2020-03-16,"03:09:30","aus",11370,-1,"2020-03-15","2020"
2020-03-16,"03:41:02","aus",13262,-1,"2020-03-15","2020"
2020-03-16,"03:51:22","aus",13882,-1,"2020-03-15","2020"
2020-03-16,"03:52:13","aus",13933,-1,"2020-03-15","2020"
2020-03-16,"04:26:28","ein",15988,1,"2020-03-15","2020"
2020-03-16,"04:26:28","aus",15988,-1,"2020-03-15","2020"
2020-03-16,"04:36:08","aus",16568,-1,"2020-03-15","2020"
2020-03-16,"04:38:14","ein",16694,1,"2020-03-15","2020"
2020-03-16,"04:41:41","aus",16901,-1,"2020-03-15","2020"
2020-03-16,"04:41:53","ein",16913,1,"2020-03-15","2020"
2020-03-16,"04:47:25","aus",17245,-1,"2020-03-15","2020"
2020-03-16,"04:48:27","ein",17307,1,"2020-03-15","2020"
2020-03-16,"05:13:22","aus",18802,-1,"2020-03-15","2020"
2020-03-16,"05:28:39","aus",19719,-1,"2020-03-15","2020"
2020-03-16,"05:30:32","ein",19832,1,"2020-03-15","2020"
2020-03-16,"05:36:17","aus",20177,-1,"2020-03-15","2020"
2020-03-16,"05:43:08","ein",20588,1,"2020-03-15","2020"
2020-03-16,"10:06:02","ein",36362,1,"2020-03-15","2020"
2020-03-16,"12:24:37","aus",44677,-1,"2020-03-16","2020"
2020-03-16,"18:01:17","aus",64877,-1,"2020-03-16","2020"
2020-03-16,"18:01:35","ein",64895,1,"2020-03-16","2020"
2020-03-16,"18:03:05","aus",64985,-1,"2020-03-16","2020"
2020-03-16,"18:08:51","aus",65331,-1,"2020-03-16","2020"
2020-03-16,"18:09:14","ein",65354,1,"2020-03-16","2020"
2020-03-16,"18:09:33","aus",65373,-1,"2020-03-16","2020"
2020-03-16,"18:09:35","aus",65375,-1,"2020-03-16","2020"
2020-03-16,"18:09:59","ein",65399,1,"2020-03-16","2020"
2020-03-16,"18:55:15","aus",68115,-1,"2020-03-16","2020"
2020-03-16,"18:55:57","ein",68157,1,"2020-03-16","2020"
2020-03-16,"19:00:15","aus",68415,-1,"2020-03-16","2020"
2020-03-16,"19:17:15","aus",69435,-1,"2020-03-16","2020"
2020-03-16,"19:17:44","ein",69464,1,"2020-03-16","2020"
2020-03-16,"19:23:39","ein",69819,1,"2020-03-16","2020"
2020-03-16,"19:35:05","aus",70505,-1,"2020-03-16","2020"
2020-03-16,"19:35:50","aus",70550,-1,"2020-03-16","2020"
2020-03-16,"19:35:55","aus",70555,-1,"2020-03-16","2020"
2020-03-16,"19:36:06","ein",70566,1,"2020-03-16","2020"
2020-03-16,"19:36:17","aus",70577,-1,"2020-03-16","2020"
2020-03-16,"19:38:17","ein",70697,1,"2020-03-16","2020"
2020-03-16,"19:38:38","ein",70718,1,"2020-03-16","2020"
2020-03-16,"19:45:25","aus",71125,-1,"2020-03-16","2020"
2020-03-16,"19:48:49","aus",71329,-1,"2020-03-16","2020"
2020-03-16,"19:49:14","ein",71354,1,"2020-03-16","2020"
2020-03-16,"19:54:38","aus",71678,-1,"2020-03-16","2020"
2020-03-16,"19:54:41","ein",71681,1,"2020-03-16","2020"
2020-03-16,"19:54:42","aus",71682,-1,"2020-03-16","2020"
2020-03-16,"19:54:49","aus",71689,-1,"2020-03-16","2020"
2020-03-16,"19:55:51","ein",71751,1,"2020-03-16","2020"
2020-03-16,"19:57:12","aus",71832,-1,"2020-03-16","2020"
2020-03-16,"19:57:21","aus",71841,-1,"2020-03-16","2020"
2020-03-16,"19:59:49","aus",71989,-1,"2020-03-16","2020"
2020-03-16,"20:01:34","aus",72094,-1,"2020-03-16","2020"
2020-03-16,"20:04:36","aus",72276,-1,"2020-03-16","2020"
2020-03-16,"20:05:37","ein",72337,1,"2020-03-16","2020"
2020-03-16,"20:08:29","ein",72509,1,"2020-03-16","2020"
2020-03-16,"20:08:41","ein",72521,1,"2020-03-16","2020"
2020-03-16,"20:09:15","aus",72555,-1,"2020-03-16","2020"
2020-03-16,"20:15:37","ein",72937,1,"2020-03-16","2020"
2020-03-16,"20:16:06","aus",72966,-1,"2020-03-16","2020"
2020-03-16,"20:16:07","aus",72967,-1,"2020-03-16","2020"
2020-03-16,"20:26:37","aus",73597,-1,"2020-03-16","2020"
2020-03-16,"20:27:03","aus",73623,-1,"2020-03-16","2020"
2020-03-16,"20:28:24","aus",73704,-1,"2020-03-16","2020"
2020-03-16,"20:35:36","ein",74136,1,"2020-03-16","2020"
2020-03-16,"20:36:15","aus",74175,-1,"2020-03-16","2020"
2020-03-16,"20:36:31","aus",74191,-1,"2020-03-16","2020"
2020-03-16,"20:38:28","aus",74308,-1,"2020-03-16","2020"
2020-03-16,"20:38:40","aus",74320,-1,"2020-03-16","2020"
2020-03-16,"20:46:05","aus",74765,-1,"2020-03-16","2020"
2020-03-16,"20:59:08","aus",75548,-1,"2020-03-16","2020"
2020-03-16,"20:59:31","ein",75571,1,"2020-03-16","2020"
2020-03-16,"20:59:52","aus",75592,-1,"2020-03-16","2020"
2020-03-16,"21:07:49","aus",76069,-1,"2020-03-16","2020"
2020-03-16,"21:18:35","ein",76715,1,"2020-03-16","2020"
2020-03-16,"21:21:20","aus",76880,-1,"2020-03-16","2020"
2020-03-16,"21:36:10","aus",77770,-1,"2020-03-16","2020"
2020-03-16,"21:37:01","aus",77821,-1,"2020-03-16","2020"
2020-03-16,"21:53:03","aus",78783,-1,"2020-03-16","2020"
2020-03-16,"22:15:35","aus",80135,-1,"2020-03-16","2020"
2020-03-16,"22:21:29","aus",80489,-1,"2020-03-16","2020"
2020-03-16,"22:36:24","aus",81384,-1,"2020-03-16","2020"
2020-03-16,"22:44:41","ein",81881,1,"2020-03-16","2020"
2020-03-16,"22:53:07","aus",82387,-1,"2020-03-16","2020"
2020-03-16,"23:00:28","aus",82828,-1,"2020-03-16","2020"
2020-03-16,"23:19:56","aus",83996,-1,"2020-03-16","2020"
2020-03-16,"23:47:04","aus",85624,-1,"2020-03-16","2020"
2020-03-17,"00:07:13","ein",433,1,"2020-03-16","2020"
2020-03-17,"01:30:52","aus",5452,-1,"2020-03-16","2020"
2020-03-17,"02:12:04","ein",7924,1,"2020-03-16","2020"
2020-03-17,"02:12:04","aus",7924,-1,"2020-03-16","2020"
2020-03-17,"02:31:36","aus",9096,-1,"2020-03-16","2020"
2020-03-17,"03:38:30","aus",13110,-1,"2020-03-16","2020"
2020-03-17,"05:12:42","aus",18762,-1,"2020-03-16","2020"
2020-03-17,"05:12:42","aus",18762,-1,"2020-03-16","2020"
2020-03-17,"05:25:57","ein",19557,1,"2020-03-16","2020"
2020-03-17,"06:03:41","aus",21821,-1,"2020-03-16","2020"
2020-03-17,"19:33:16","aus",70396,-1,"2020-03-17","2020"
2020-03-17,"19:49:19","ein",71359,1,"2020-03-17","2020"
2020-03-17,"20:10:53","aus",72653,-1,"2020-03-17","2020"
2020-03-17,"20:11:10","ein",72670,1,"2020-03-17","2020"
2020-03-17,"20:15:00","aus",72900,-1,"2020-03-17","2020"
2020-03-17,"20:15:30","ein",72930,1,"2020-03-17","2020"
2020-03-17,"21:14:45","aus",76485,-1,"2020-03-17","2020"
2020-03-17,"21:16:50","ein",76610,1,"2020-03-17","2020"
2020-03-17,"21:17:50","aus",76670,-1,"2020-03-17","2020"
2020-03-17,"21:18:20","ein",76700,1,"2020-03-17","2020"
2020-03-17,"21:23:48","ein",77028,1,"2020-03-17","2020"
2020-03-17,"21:24:42","aus",77082,-1,"2020-03-17","2020"
2020-03-17,"21:43:11","aus",78191,-1,"2020-03-17","2020"
2020-03-17,"23:22:12","ein",84132,1,"2020-03-17","2020"
2020-03-17,"23:25:50","ein",84350,1,"2020-03-17","2020"
2020-03-17,"23:26:18","aus",84378,-1,"2020-03-17","2020"
2020-03-17,"23:27:04","ein",84424,1,"2020-03-17","2020"
2020-03-17,"23:30:29","aus",84629,-1,"2020-03-17","2020"
2020-03-17,"23:45:02","aus",85502,-1,"2020-03-17","2020"
2020-03-17,"23:47:30","ein",85650,1,"2020-03-17","2020"
2020-03-17,"23:47:50","aus",85670,-1,"2020-03-17","2020"
2020-03-18,"00:16:16","ein",976,1,"2020-03-17","2020"
2020-03-18,"00:16:32","aus",992,-1,"2020-03-17","2020"
2020-03-18,"00:16:51","ein",1011,1,"2020-03-17","2020"
2020-03-18,"00:36:03","ein",2163,1,"2020-03-17","2020"
2020-03-18,"00:36:53","aus",2213,-1,"2020-03-17","2020"
2020-03-18,"00:55:40","ein",3340,1,"2020-03-17","2020"
2020-03-18,"01:15:24","aus",4524,-1,"2020-03-17","2020"
2020-03-18,"01:29:09","ein",5349,1,"2020-03-17","2020"
2020-03-18,"01:29:13","aus",5353,-1,"2020-03-17","2020"
2020-03-18,"01:29:18","ein",5358,1,"2020-03-17","2020"
2020-03-18,"01:32:52","aus",5572,-1,"2020-03-17","2020"
2020-03-18,"01:47:54","ein",6474,1,"2020-03-17","2020"
2020-03-18,"01:49:00","ein",6540,1,"2020-03-17","2020"
2020-03-18,"01:50:29","aus",6629,-1,"2020-03-17","2020"
2020-03-18,"02:27:10","aus",8830,-1,"2020-03-17","2020"
2020-03-18,"02:51:03","aus",10263,-1,"2020-03-17","2020"
2020-03-18,"02:52:29","aus",10349,-1,"2020-03-17","2020"
2020-03-18,"03:16:48","aus",11808,-1,"2020-03-17","2020"
2020-03-18,"03:17:13","ein",11833,1,"2020-03-17","2020"
2020-03-18,"03:17:39","aus",11859,-1,"2020-03-17","2020"
2020-03-18,"03:18:20","ein",11900,1,"2020-03-17","2020"
2020-03-18,"03:19:09","aus",11949,-1,"2020-03-17","2020"
2020-03-18,"03:20:30","ein",12030,1,"2020-03-17","2020"
2020-03-18,"03:21:05","aus",12065,-1,"2020-03-17","2020"
2020-03-18,"03:21:45","ein",12105,1,"2020-03-17","2020"
2020-03-18,"03:24:26","aus",12266,-1,"2020-03-17","2020"
2020-03-18,"03:24:46","ein",12286,1,"2020-03-17","2020"
2020-03-18,"03:25:25","aus",12325,-1,"2020-03-17","2020"
2020-03-18,"03:25:32","ein",12332,1,"2020-03-17","2020"
2020-03-18,"03:25:34","aus",12334,-1,"2020-03-17","2020"
2020-03-18,"03:25:41","ein",12341,1,"2020-03-17","2020"
2020-03-18,"03:25:41","ein",12341,1,"2020-03-17","2020"
2020-03-18,"03:29:54","aus",12594,-1,"2020-03-17","2020"
2020-03-18,"03:30:01","ein",12601,1,"2020-03-17","2020"
2020-03-18,"03:37:05","aus",13025,-1,"2020-03-17","2020"
2020-03-18,"03:38:25","ein",13105,1,"2020-03-17","2020"
2020-03-18,"03:38:25","ein",13105,1,"2020-03-17","2020"
2020-03-18,"03:38:32","ein",13112,1,"2020-03-17","2020"
2020-03-18,"03:38:35","ein",13115,1,"2020-03-17","2020"
2020-03-18,"03:40:46","aus",13246,-1,"2020-03-17","2020"
2020-03-18,"03:41:49","ein",13309,1,"2020-03-17","2020"
2020-03-18,"03:46:13","aus",13573,-1,"2020-03-17","2020"
2020-03-18,"03:46:17","ein",13577,1,"2020-03-17","2020"
2020-03-18,"03:51:21","aus",13881,-1,"2020-03-17","2020"
2020-03-18,"03:54:02","aus",14042,-1,"2020-03-17","2020"
2020-03-18,"03:54:16","ein",14056,1,"2020-03-17","2020"
2020-03-18,"03:54:27","ein",14067,1,"2020-03-17","2020"
2020-03-18,"04:09:13","aus",14953,-1,"2020-03-17","2020"
2020-03-18,"04:11:33","aus",15093,-1,"2020-03-17","2020"
2020-03-18,"04:11:51","ein",15111,1,"2020-03-17","2020"
2020-03-18,"04:12:46","aus",15166,-1,"2020-03-17","2020"
2020-03-18,"04:13:26","ein",15206,1,"2020-03-17","2020"
2020-03-18,"04:14:05","ein",15245,1,"2020-03-17","2020"
2020-03-18,"04:15:43","aus",15343,-1,"2020-03-17","2020"
2020-03-18,"04:15:57","aus",15357,-1,"2020-03-17","2020"
2020-03-18,"04:16:24","ein",15384,1,"2020-03-17","2020"
2020-03-18,"04:16:53","aus",15413,-1,"2020-03-17","2020"
2020-03-18,"04:17:20","ein",15440,1,"2020-03-17","2020"
2020-03-18,"04:19:20","aus",15560,-1,"2020-03-17","2020"
2020-03-18,"04:19:58","aus",15598,-1,"2020-03-17","2020"
2020-03-18,"04:20:10","ein",15610,1,"2020-03-17","2020"
2020-03-18,"04:21:36","ein",15696,1,"2020-03-17","2020"
2020-03-18,"04:24:33","aus",15873,-1,"2020-03-17","2020"
2020-03-18,"04:26:01","ein",15961,1,"2020-03-17","2020"
2020-03-18,"04:26:44","aus",16004,-1,"2020-03-17","2020"
2020-03-18,"04:27:20","ein",16040,1,"2020-03-17","2020"
2020-03-18,"04:38:45","aus",16725,-1,"2020-03-17","2020"
2020-03-18,"04:39:14","ein",16754,1,"2020-03-17","2020"
2020-03-18,"04:39:40","aus",16780,-1,"2020-03-17","2020"
2020-03-18,"04:39:56","ein",16796,1,"2020-03-17","2020"
2020-03-18,"04:40:10","aus",16810,-1,"2020-03-17","2020"
2020-03-18,"04:40:49","ein",16849,1,"2020-03-17","2020"
2020-03-18,"04:42:33","ein",16953,1,"2020-03-17","2020"
2020-03-18,"04:43:05","aus",16985,-1,"2020-03-17","2020"
2020-03-18,"04:43:15","ein",16995,1,"2020-03-17","2020"
2020-03-18,"04:44:35","aus",17075,-1,"2020-03-17","2020"
2020-03-18,"04:44:39","ein",17079,1,"2020-03-17","2020"
2020-03-18,"04:51:36","aus",17496,-1,"2020-03-17","2020"
2020-03-18,"04:51:44","ein",17504,1,"2020-03-17","2020"
2020-03-18,"04:52:29","aus",17549,-1,"2020-03-17","2020"
2020-03-18,"04:58:26","aus",17906,-1,"2020-03-17","2020"
2020-03-18,"04:59:04","aus",17944,-1,"2020-03-17","2020"
2020-03-18,"04:59:14","ein",17954,1,"2020-03-17","2020"
2020-03-18,"05:00:03","aus",18003,-1,"2020-03-17","2020"
2020-03-18,"05:00:11","aus",18011,-1,"2020-03-17","2020"
2020-03-18,"05:00:16","ein",18016,1,"2020-03-17","2020"
2020-03-18,"05:03:41","ein",18221,1,"2020-03-17","2020"
2020-03-18,"05:05:37","aus",18337,-1,"2020-03-17","2020"
