"Datum","Uhrzeit","Event","EventSec","EventC","pseudodate","Year"
2020-11-20,"17:07:40","aus",61660,-1,"2020-11-20","2020"
2020-11-20,"17:07:45","ein",61665,1,"2020-11-20","2020"
2020-11-20,"17:07:53","ein",61673,1,"2020-11-20","2020"
2020-11-20,"17:08:41","aus",61721,-1,"2020-11-20","2020"
2020-11-20,"17:19:09","aus",62349,-1,"2020-11-20","2020"
2020-11-20,"17:26:29","aus",62789,-1,"2020-11-20","2020"
2020-11-20,"17:26:39","aus",62799,-1,"2020-11-20","2020"
2020-11-20,"17:26:42","ein",62802,1,"2020-11-20","2020"
2020-11-20,"17:27:04","aus",62824,-1,"2020-11-20","2020"
2020-11-20,"17:27:14","ein",62834,1,"2020-11-20","2020"
2020-11-20,"17:27:25","aus",62845,-1,"2020-11-20","2020"
2020-11-20,"17:27:27","ein",62847,1,"2020-11-20","2020"
2020-11-20,"17:28:04","aus",62884,-1,"2020-11-20","2020"
2020-11-20,"17:28:09","ein",62889,1,"2020-11-20","2020"
2020-11-20,"17:30:09","aus",63009,-1,"2020-11-20","2020"
2020-11-20,"17:30:29","aus",63029,-1,"2020-11-20","2020"
2020-11-20,"17:30:48","ein",63048,1,"2020-11-20","2020"
2020-11-20,"17:30:49","ein",63049,1,"2020-11-20","2020"
2020-11-20,"17:30:53","aus",63053,-1,"2020-11-20","2020"
2020-11-20,"17:31:33","ein",63093,1,"2020-11-20","2020"
2020-11-20,"17:31:36","aus",63096,-1,"2020-11-20","2020"
2020-11-20,"17:31:51","ein",63111,1,"2020-11-20","2020"
2020-11-20,"17:32:12","aus",63132,-1,"2020-11-20","2020"
2020-11-20,"17:33:47","aus",63227,-1,"2020-11-20","2020"
2020-11-20,"17:34:12","aus",63252,-1,"2020-11-20","2020"
2020-11-20,"17:34:24","ein",63264,1,"2020-11-20","2020"
2020-11-20,"17:34:56","aus",63296,-1,"2020-11-20","2020"
2020-11-20,"17:35:54","ein",63354,1,"2020-11-20","2020"
2020-11-20,"17:37:02","aus",63422,-1,"2020-11-20","2020"
2020-11-20,"17:37:46","aus",63466,-1,"2020-11-20","2020"
2020-11-20,"17:37:57","ein",63477,1,"2020-11-20","2020"
2020-11-20,"17:39:42","aus",63582,-1,"2020-11-20","2020"
2020-11-20,"17:42:32","ein",63752,1,"2020-11-20","2020"
2020-11-20,"17:44:49","aus",63889,-1,"2020-11-20","2020"
2020-11-20,"17:47:38","aus",64058,-1,"2020-11-20","2020"
2020-11-20,"17:50:17","aus",64217,-1,"2020-11-20","2020"
2020-11-20,"17:52:16","aus",64336,-1,"2020-11-20","2020"
2020-11-20,"17:53:13","ein",64393,1,"2020-11-20","2020"
2020-11-20,"17:53:13","ein",64393,1,"2020-11-20","2020"
2020-11-20,"17:53:17","ein",64397,1,"2020-11-20","2020"
2020-11-20,"17:53:47","ein",64427,1,"2020-11-20","2020"
2020-11-20,"17:53:47","ein",64427,1,"2020-11-20","2020"
2020-11-20,"17:56:36","ein",64596,1,"2020-11-20","2020"
2020-11-20,"17:56:47","aus",64607,-1,"2020-11-20","2020"
2020-11-20,"17:58:45","aus",64725,-1,"2020-11-20","2020"
2020-11-20,"18:00:56","aus",64856,-1,"2020-11-20","2020"
2020-11-20,"18:03:40","aus",65020,-1,"2020-11-20","2020"
2020-11-20,"18:05:24","aus",65124,-1,"2020-11-20","2020"
2020-11-20,"18:05:32","ein",65132,1,"2020-11-20","2020"
2020-11-20,"18:05:43","aus",65143,-1,"2020-11-20","2020"
2020-11-20,"18:05:58","ein",65158,1,"2020-11-20","2020"
2020-11-20,"18:06:03","aus",65163,-1,"2020-11-20","2020"
2020-11-20,"18:10:40","aus",65440,-1,"2020-11-20","2020"
2020-11-20,"18:12:48","aus",65568,-1,"2020-11-20","2020"
2020-11-20,"18:12:53","ein",65573,1,"2020-11-20","2020"
2020-11-20,"18:13:19","aus",65599,-1,"2020-11-20","2020"
2020-11-20,"18:13:25","ein",65605,1,"2020-11-20","2020"
2020-11-20,"18:15:14","aus",65714,-1,"2020-11-20","2020"
2020-11-20,"18:15:16","aus",65716,-1,"2020-11-20","2020"
2020-11-20,"18:15:53","aus",65753,-1,"2020-11-20","2020"
2020-11-20,"18:15:56","aus",65756,-1,"2020-11-20","2020"
2020-11-20,"18:16:45","aus",65805,-1,"2020-11-20","2020"
2020-11-20,"18:16:58","ein",65818,1,"2020-11-20","2020"
2020-11-20,"18:17:05","aus",65825,-1,"2020-11-20","2020"
2020-11-20,"18:17:16","ein",65836,1,"2020-11-20","2020"
2020-11-20,"18:17:36","aus",65856,-1,"2020-11-20","2020"
2020-11-20,"18:17:53","ein",65873,1,"2020-11-20","2020"
2020-11-20,"18:18:16","aus",65896,-1,"2020-11-20","2020"
2020-11-20,"18:18:21","aus",65901,-1,"2020-11-20","2020"
2020-11-20,"18:19:10","ein",65950,1,"2020-11-20","2020"
2020-11-20,"18:20:33","ein",66033,1,"2020-11-20","2020"
2020-11-20,"18:22:50","aus",66170,-1,"2020-11-20","2020"
2020-11-20,"18:22:55","ein",66175,1,"2020-11-20","2020"
2020-11-20,"18:24:22","aus",66262,-1,"2020-11-20","2020"
2020-11-20,"18:24:27","ein",66267,1,"2020-11-20","2020"
2020-11-20,"18:24:30","aus",66270,-1,"2020-11-20","2020"
2020-11-20,"18:26:24","ein",66384,1,"2020-11-20","2020"
2020-11-20,"18:27:16","aus",66436,-1,"2020-11-20","2020"
2020-11-20,"18:29:42","ein",66582,1,"2020-11-20","2020"
2020-11-20,"18:30:01","ein",66601,1,"2020-11-20","2020"
2020-11-20,"18:30:19","aus",66619,-1,"2020-11-20","2020"
2020-11-20,"18:31:25","aus",66685,-1,"2020-11-20","2020"
2020-11-20,"18:32:57","ein",66777,1,"2020-11-20","2020"
2020-11-20,"18:33:04","ein",66784,1,"2020-11-20","2020"
2020-11-20,"18:34:11","aus",66851,-1,"2020-11-20","2020"
2020-11-20,"18:34:16","ein",66856,1,"2020-11-20","2020"
2020-11-20,"18:34:45","aus",66885,-1,"2020-11-20","2020"
2020-11-20,"18:34:58","ein",66898,1,"2020-11-20","2020"
2020-11-20,"18:38:06","aus",67086,-1,"2020-11-20","2020"
2020-11-20,"18:38:48","ein",67128,1,"2020-11-20","2020"
2020-11-20,"18:40:40","aus",67240,-1,"2020-11-20","2020"
2020-11-20,"18:43:45","aus",67425,-1,"2020-11-20","2020"
2020-11-20,"18:44:01","aus",67441,-1,"2020-11-20","2020"
2020-11-20,"18:44:24","ein",67464,1,"2020-11-20","2020"
2020-11-20,"18:44:32","ein",67472,1,"2020-11-20","2020"
2020-11-20,"18:44:33","ein",67473,1,"2020-11-20","2020"
2020-11-20,"18:44:52","aus",67492,-1,"2020-11-20","2020"
2020-11-20,"18:44:56","ein",67496,1,"2020-11-20","2020"
2020-11-20,"18:45:39","aus",67539,-1,"2020-11-20","2020"
2020-11-20,"18:45:45","ein",67545,1,"2020-11-20","2020"
2020-11-20,"18:46:05","aus",67565,-1,"2020-11-20","2020"
2020-11-20,"18:46:33","aus",67593,-1,"2020-11-20","2020"
2020-11-20,"18:46:44","ein",67604,1,"2020-11-20","2020"
2020-11-20,"18:47:39","aus",67659,-1,"2020-11-20","2020"
2020-11-20,"18:47:53","ein",67673,1,"2020-11-20","2020"
2020-11-20,"18:48:04","aus",67684,-1,"2020-11-20","2020"
2020-11-20,"18:48:13","ein",67693,1,"2020-11-20","2020"
2020-11-20,"18:48:42","aus",67722,-1,"2020-11-20","2020"
2020-11-20,"18:48:47","ein",67727,1,"2020-11-20","2020"
2020-11-20,"18:49:44","aus",67784,-1,"2020-11-20","2020"
2020-11-20,"18:50:02","ein",67802,1,"2020-11-20","2020"
2020-11-20,"18:50:36","aus",67836,-1,"2020-11-20","2020"
2020-11-20,"18:51:48","aus",67908,-1,"2020-11-20","2020"
2020-11-20,"18:52:18","ein",67938,1,"2020-11-20","2020"
2020-11-20,"18:53:12","aus",67992,-1,"2020-11-20","2020"
2020-11-20,"18:53:15","ein",67995,1,"2020-11-20","2020"
2020-11-20,"18:53:34","ein",68014,1,"2020-11-20","2020"
2020-11-20,"18:54:38","aus",68078,-1,"2020-11-20","2020"
2020-11-20,"18:54:48","ein",68088,1,"2020-11-20","2020"
2020-11-20,"18:55:36","aus",68136,-1,"2020-11-20","2020"
2020-11-20,"18:56:14","ein",68174,1,"2020-11-20","2020"
2020-11-20,"18:56:45","aus",68205,-1,"2020-11-20","2020"
2020-11-20,"18:56:56","aus",68216,-1,"2020-11-20","2020"
2020-11-20,"18:56:58","ein",68218,1,"2020-11-20","2020"
2020-11-20,"18:57:05","ein",68225,1,"2020-11-20","2020"
2020-11-20,"18:57:10","ein",68230,1,"2020-11-20","2020"
2020-11-20,"18:57:40","aus",68260,-1,"2020-11-20","2020"
2020-11-20,"18:57:51","aus",68271,-1,"2020-11-20","2020"
2020-11-20,"18:57:55","ein",68275,1,"2020-11-20","2020"
2020-11-20,"18:58:13","aus",68293,-1,"2020-11-20","2020"
2020-11-20,"18:58:14","ein",68294,1,"2020-11-20","2020"
2020-11-20,"18:58:27","aus",68307,-1,"2020-11-20","2020"
2020-11-20,"18:58:44","ein",68324,1,"2020-11-20","2020"
2020-11-20,"19:05:04","aus",68704,-1,"2020-11-20","2020"
2020-11-20,"19:05:06","aus",68706,-1,"2020-11-20","2020"
2020-11-20,"19:05:27","ein",68727,1,"2020-11-20","2020"
2020-11-20,"19:05:41","aus",68741,-1,"2020-11-20","2020"
2020-11-20,"19:06:13","ein",68773,1,"2020-11-20","2020"
2020-11-20,"19:06:16","aus",68776,-1,"2020-11-20","2020"
2020-11-20,"19:06:20","ein",68780,1,"2020-11-20","2020"
2020-11-20,"19:06:23","aus",68783,-1,"2020-11-20","2020"
2020-11-20,"19:06:26","ein",68786,1,"2020-11-20","2020"
2020-11-20,"19:06:40","ein",68800,1,"2020-11-20","2020"
2020-11-20,"19:06:57","aus",68817,-1,"2020-11-20","2020"
2020-11-20,"19:07:02","ein",68822,1,"2020-11-20","2020"
2020-11-20,"19:07:09","aus",68829,-1,"2020-11-20","2020"
2020-11-20,"19:07:18","ein",68838,1,"2020-11-20","2020"
2020-11-20,"19:07:18","ein",68838,1,"2020-11-20","2020"
2020-11-20,"19:07:18","ein",68838,1,"2020-11-20","2020"
2020-11-20,"19:07:18","ein",68838,1,"2020-11-20","2020"
2020-11-20,"19:07:34","aus",68854,-1,"2020-11-20","2020"
2020-11-20,"19:08:36","ein",68916,1,"2020-11-20","2020"
2020-11-20,"19:08:36","ein",68916,1,"2020-11-20","2020"
2020-11-20,"19:09:34","aus",68974,-1,"2020-11-20","2020"
2020-11-20,"19:13:03","aus",69183,-1,"2020-11-20","2020"
2020-11-20,"19:13:08","ein",69188,1,"2020-11-20","2020"
2020-11-20,"19:13:31","aus",69211,-1,"2020-11-20","2020"
2020-11-20,"19:13:43","ein",69223,1,"2020-11-20","2020"
2020-11-20,"19:14:01","ein",69241,1,"2020-11-20","2020"
2020-11-20,"19:15:22","aus",69322,-1,"2020-11-20","2020"
2020-11-20,"19:18:17","aus",69497,-1,"2020-11-20","2020"
2020-11-20,"19:18:23","ein",69503,1,"2020-11-20","2020"
2020-11-20,"19:19:09","aus",69549,-1,"2020-11-20","2020"
2020-11-20,"19:20:20","ein",69620,1,"2020-11-20","2020"
2020-11-20,"19:20:52","aus",69652,-1,"2020-11-20","2020"
2020-11-20,"19:20:54","aus",69654,-1,"2020-11-20","2020"
2020-11-20,"19:21:05","ein",69665,1,"2020-11-20","2020"
2020-11-20,"19:21:08","aus",69668,-1,"2020-11-20","2020"
2020-11-20,"19:21:19","ein",69679,1,"2020-11-20","2020"
2020-11-20,"19:21:47","aus",69707,-1,"2020-11-20","2020"
2020-11-20,"19:22:07","ein",69727,1,"2020-11-20","2020"
2020-11-20,"19:23:15","ein",69795,1,"2020-11-20","2020"
2020-11-20,"19:23:16","ein",69796,1,"2020-11-20","2020"
2020-11-20,"19:23:16","ein",69796,1,"2020-11-20","2020"
2020-11-20,"19:23:21","aus",69801,-1,"2020-11-20","2020"
2020-11-20,"19:23:23","ein",69803,1,"2020-11-20","2020"
2020-11-20,"19:23:26","aus",69806,-1,"2020-11-20","2020"
2020-11-20,"19:23:27","aus",69807,-1,"2020-11-20","2020"
2020-11-20,"19:23:30","ein",69810,1,"2020-11-20","2020"
2020-11-20,"19:23:31","ein",69811,1,"2020-11-20","2020"
2020-11-20,"19:23:41","aus",69821,-1,"2020-11-20","2020"
2020-11-20,"19:23:41","aus",69821,-1,"2020-11-20","2020"
2020-11-20,"19:23:43","ein",69823,1,"2020-11-20","2020"
2020-11-20,"19:23:47","ein",69827,1,"2020-11-20","2020"
2020-11-20,"19:23:48","aus",69828,-1,"2020-11-20","2020"
2020-11-20,"19:24:11","ein",69851,1,"2020-11-20","2020"
2020-11-20,"19:25:18","aus",69918,-1,"2020-11-20","2020"
2020-11-20,"19:26:32","ein",69992,1,"2020-11-20","2020"
2020-11-20,"19:26:44","aus",70004,-1,"2020-11-20","2020"
2020-11-20,"19:26:45","ein",70005,1,"2020-11-20","2020"
2020-11-20,"19:26:45","ein",70005,1,"2020-11-20","2020"
2020-11-20,"19:29:46","ein",70186,1,"2020-11-20","2020"
2020-11-20,"19:32:48","aus",70368,-1,"2020-11-20","2020"
2020-11-20,"19:32:57","ein",70377,1,"2020-11-20","2020"
2020-11-20,"19:34:11","aus",70451,-1,"2020-11-20","2020"
2020-11-20,"19:35:45","ein",70545,1,"2020-11-20","2020"
2020-11-20,"19:36:26","ein",70586,1,"2020-11-20","2020"
2020-11-20,"19:36:51","aus",70611,-1,"2020-11-20","2020"
2020-11-20,"19:37:32","ein",70652,1,"2020-11-20","2020"
2020-11-20,"19:42:58","ein",70978,1,"2020-11-20","2020"
2020-11-20,"19:51:53","aus",71513,-1,"2020-11-20","2020"
2020-11-20,"19:53:47","ein",71627,1,"2020-11-20","2020"
2020-11-20,"19:53:53","ein",71633,1,"2020-11-20","2020"
2020-11-20,"19:54:38","ein",71678,1,"2020-11-20","2020"
2020-11-20,"20:04:21","ein",72261,1,"2020-11-20","2020"
2020-11-20,"20:07:51","ein",72471,1,"2020-11-20","2020"
2020-11-20,"20:15:08","aus",72908,-1,"2020-11-20","2020"
2020-11-20,"20:16:13","ein",72973,1,"2020-11-20","2020"
2020-11-20,"20:19:16","ein",73156,1,"2020-11-20","2020"
2020-11-20,"20:32:03","ein",73923,1,"2020-11-20","2020"
2020-11-20,"20:32:25","aus",73945,-1,"2020-11-20","2020"
2020-11-20,"20:32:29","ein",73949,1,"2020-11-20","2020"
2020-11-20,"20:32:54","ein",73974,1,"2020-11-20","2020"
2020-11-20,"20:34:27","ein",74067,1,"2020-11-20","2020"
2020-11-20,"20:35:50","aus",74150,-1,"2020-11-20","2020"
2020-11-20,"20:35:54","ein",74154,1,"2020-11-20","2020"
2020-11-20,"20:37:21","aus",74241,-1,"2020-11-20","2020"
2020-11-20,"20:37:24","ein",74244,1,"2020-11-20","2020"
2020-11-20,"20:38:57","aus",74337,-1,"2020-11-20","2020"
2020-11-20,"20:39:08","ein",74348,1,"2020-11-20","2020"
2020-11-20,"20:39:17","ein",74357,1,"2020-11-20","2020"
2020-11-20,"20:39:27","aus",74367,-1,"2020-11-20","2020"
2020-11-20,"20:39:39","ein",74379,1,"2020-11-20","2020"
2020-11-20,"20:40:21","aus",74421,-1,"2020-11-20","2020"
2020-11-20,"20:40:25","ein",74425,1,"2020-11-20","2020"
2020-11-20,"20:41:49","aus",74509,-1,"2020-11-20","2020"
2020-11-20,"20:42:09","aus",74529,-1,"2020-11-20","2020"
2020-11-20,"20:42:12","ein",74532,1,"2020-11-20","2020"
2020-11-20,"20:42:19","ein",74539,1,"2020-11-20","2020"
2020-11-20,"20:43:03","aus",74583,-1,"2020-11-20","2020"
2020-11-20,"20:43:08","ein",74588,1,"2020-11-20","2020"
2020-11-20,"20:45:00","aus",74700,-1,"2020-11-20","2020"
2020-11-20,"20:45:13","ein",74713,1,"2020-11-20","2020"
2020-11-20,"20:45:41","aus",74741,-1,"2020-11-20","2020"
2020-11-20,"20:45:47","ein",74747,1,"2020-11-20","2020"
2020-11-20,"20:46:41","aus",74801,-1,"2020-11-20","2020"
2020-11-20,"20:46:46","ein",74806,1,"2020-11-20","2020"
2020-11-20,"20:47:31","aus",74851,-1,"2020-11-20","2020"
2020-11-20,"20:47:45","ein",74865,1,"2020-11-20","2020"
2020-11-20,"20:47:50","aus",74870,-1,"2020-11-20","2020"
2020-11-20,"20:47:54","ein",74874,1,"2020-11-20","2020"
2020-11-20,"20:48:29","aus",74909,-1,"2020-11-20","2020"
2020-11-20,"20:48:32","ein",74912,1,"2020-11-20","2020"
2020-11-20,"20:48:37","ein",74917,1,"2020-11-20","2020"
2020-11-20,"20:48:40","aus",74920,-1,"2020-11-20","2020"
2020-11-20,"20:48:44","ein",74924,1,"2020-11-20","2020"
2020-11-20,"20:48:45","aus",74925,-1,"2020-11-20","2020"
2020-11-20,"20:48:56","ein",74936,1,"2020-11-20","2020"
2020-11-20,"20:49:41","aus",74981,-1,"2020-11-20","2020"
2020-11-20,"20:55:54","ein",75354,1,"2020-11-20","2020"
2020-11-20,"20:55:57","aus",75357,-1,"2020-11-20","2020"
2020-11-20,"20:57:36","aus",75456,-1,"2020-11-20","2020"
2020-11-20,"20:57:40","ein",75460,1,"2020-11-20","2020"
2020-11-20,"20:57:40","ein",75460,1,"2020-11-20","2020"
2020-11-20,"20:58:04","aus",75484,-1,"2020-11-20","2020"
2020-11-20,"21:00:32","ein",75632,1,"2020-11-20","2020"
2020-11-20,"21:00:39","aus",75639,-1,"2020-11-20","2020"
2020-11-20,"21:01:49","ein",75709,1,"2020-11-20","2020"
2020-11-20,"21:01:52","aus",75712,-1,"2020-11-20","2020"
2020-11-20,"21:01:55","aus",75715,-1,"2020-11-20","2020"
2020-11-20,"21:02:08","ein",75728,1,"2020-11-20","2020"
2020-11-20,"21:02:14","aus",75734,-1,"2020-11-20","2020"
2020-11-20,"21:02:26","aus",75746,-1,"2020-11-20","2020"
2020-11-20,"21:02:38","ein",75758,1,"2020-11-20","2020"
2020-11-20,"21:02:43","aus",75763,-1,"2020-11-20","2020"
2020-11-20,"21:03:45","ein",75825,1,"2020-11-20","2020"
2020-11-20,"21:03:59","aus",75839,-1,"2020-11-20","2020"
2020-11-20,"21:04:20","ein",75860,1,"2020-11-20","2020"
2020-11-20,"21:04:23","aus",75863,-1,"2020-11-20","2020"
2020-11-20,"21:04:49","ein",75889,1,"2020-11-20","2020"
2020-11-20,"21:05:13","aus",75913,-1,"2020-11-20","2020"
2020-11-20,"21:05:44","ein",75944,1,"2020-11-20","2020"
2020-11-20,"21:06:10","aus",75970,-1,"2020-11-20","2020"
2020-11-20,"21:07:37","aus",76057,-1,"2020-11-20","2020"
2020-11-20,"21:08:13","ein",76093,1,"2020-11-20","2020"
2020-11-20,"21:09:36","aus",76176,-1,"2020-11-20","2020"
2020-11-20,"21:10:26","ein",76226,1,"2020-11-20","2020"
2020-11-20,"21:10:40","aus",76240,-1,"2020-11-20","2020"
2020-11-20,"21:11:12","aus",76272,-1,"2020-11-20","2020"
2020-11-20,"21:11:23","ein",76283,1,"2020-11-20","2020"
2020-11-20,"21:27:05","ein",77225,1,"2020-11-20","2020"
2020-11-20,"21:27:43","aus",77263,-1,"2020-11-20","2020"
2020-11-20,"21:28:05","aus",77285,-1,"2020-11-20","2020"
2020-11-20,"21:28:11","ein",77291,1,"2020-11-20","2020"
2020-11-20,"21:28:25","ein",77305,1,"2020-11-20","2020"
2020-11-20,"21:28:36","aus",77316,-1,"2020-11-20","2020"
2020-11-20,"21:29:45","aus",77385,-1,"2020-11-20","2020"
2020-11-20,"21:31:57","ein",77517,1,"2020-11-20","2020"
2020-11-20,"21:32:25","aus",77545,-1,"2020-11-20","2020"
2020-11-20,"21:34:49","aus",77689,-1,"2020-11-20","2020"
2020-11-20,"21:34:53","ein",77693,1,"2020-11-20","2020"
2020-11-20,"21:43:52","aus",78232,-1,"2020-11-20","2020"
2020-11-20,"21:43:58","ein",78238,1,"2020-11-20","2020"
2020-11-20,"21:44:08","ein",78248,1,"2020-11-20","2020"
2020-11-20,"21:44:17","aus",78257,-1,"2020-11-20","2020"
2020-11-20,"21:44:23","ein",78263,1,"2020-11-20","2020"
2020-11-20,"21:44:30","aus",78270,-1,"2020-11-20","2020"
2020-11-20,"21:44:35","ein",78275,1,"2020-11-20","2020"
2020-11-20,"21:45:14","aus",78314,-1,"2020-11-20","2020"
2020-11-20,"21:45:52","aus",78352,-1,"2020-11-20","2020"
2020-11-20,"21:45:54","ein",78354,1,"2020-11-20","2020"
2020-11-20,"21:46:10","ein",78370,1,"2020-11-20","2020"
2020-11-20,"21:46:59","aus",78419,-1,"2020-11-20","2020"
2020-11-20,"21:52:50","aus",78770,-1,"2020-11-20","2020"
2020-11-20,"21:52:59","aus",78779,-1,"2020-11-20","2020"
2020-11-20,"21:53:02","ein",78782,1,"2020-11-20","2020"
2020-11-20,"21:55:03","aus",78903,-1,"2020-11-20","2020"
2020-11-20,"21:55:07","ein",78907,1,"2020-11-20","2020"
2020-11-20,"21:55:46","ein",78946,1,"2020-11-20","2020"
2020-11-20,"21:56:07","aus",78967,-1,"2020-11-20","2020"
2020-11-20,"21:57:42","aus",79062,-1,"2020-11-20","2020"
2020-11-20,"21:57:45","ein",79065,1,"2020-11-20","2020"
2020-11-20,"21:59:40","aus",79180,-1,"2020-11-20","2020"
2020-11-20,"22:00:37","ein",79237,1,"2020-11-20","2020"
2020-11-20,"22:00:38","aus",79238,-1,"2020-11-20","2020"
2020-11-20,"22:01:14","aus",79274,-1,"2020-11-20","2020"
2020-11-20,"22:01:38","aus",79298,-1,"2020-11-20","2020"
2020-11-20,"22:02:48","aus",79368,-1,"2020-11-20","2020"
2020-11-20,"22:09:00","aus",79740,-1,"2020-11-20","2020"
2020-11-20,"22:09:16","ein",79756,1,"2020-11-20","2020"
2020-11-20,"22:09:37","ein",79777,1,"2020-11-20","2020"
2020-11-20,"22:10:42","aus",79842,-1,"2020-11-20","2020"
2020-11-20,"22:10:51","ein",79851,1,"2020-11-20","2020"
2020-11-20,"22:11:08","aus",79868,-1,"2020-11-20","2020"
2020-11-20,"22:11:55","ein",79915,1,"2020-11-20","2020"
2020-11-20,"22:12:45","aus",79965,-1,"2020-11-20","2020"
2020-11-20,"22:14:15","ein",80055,1,"2020-11-20","2020"
2020-11-20,"22:15:11","ein",80111,1,"2020-11-20","2020"
2020-11-20,"22:15:18","aus",80118,-1,"2020-11-20","2020"
2020-11-20,"22:22:45","aus",80565,-1,"2020-11-20","2020"
2020-11-20,"22:23:12","ein",80592,1,"2020-11-20","2020"
2020-11-20,"22:24:23","aus",80663,-1,"2020-11-20","2020"
2020-11-20,"22:29:09","ein",80949,1,"2020-11-20","2020"
2020-11-20,"22:31:23","aus",81083,-1,"2020-11-20","2020"
2020-11-20,"22:31:55","ein",81115,1,"2020-11-20","2020"
2020-11-20,"22:31:57","ein",81117,1,"2020-11-20","2020"
2020-11-20,"22:32:00","aus",81120,-1,"2020-11-20","2020"
2020-11-20,"22:32:20","aus",81140,-1,"2020-11-20","2020"
2020-11-20,"22:32:26","ein",81146,1,"2020-11-20","2020"
2020-11-20,"22:32:27","ein",81147,1,"2020-11-20","2020"
2020-11-20,"22:32:29","aus",81149,-1,"2020-11-20","2020"
2020-11-20,"22:32:33","aus",81153,-1,"2020-11-20","2020"
2020-11-20,"22:32:40","ein",81160,1,"2020-11-20","2020"
2020-11-20,"22:32:40","ein",81160,1,"2020-11-20","2020"
2020-11-20,"22:32:52","aus",81172,-1,"2020-11-20","2020"
2020-11-20,"22:33:03","aus",81183,-1,"2020-11-20","2020"
2020-11-20,"22:33:13","ein",81193,1,"2020-11-20","2020"
2020-11-20,"22:33:54","aus",81234,-1,"2020-11-20","2020"
2020-11-20,"22:34:00","ein",81240,1,"2020-11-20","2020"
2020-11-20,"22:34:07","aus",81247,-1,"2020-11-20","2020"
2020-11-20,"22:34:10","ein",81250,1,"2020-11-20","2020"
2020-11-20,"22:34:10","ein",81250,1,"2020-11-20","2020"
2020-11-20,"22:34:12","aus",81252,-1,"2020-11-20","2020"
2020-11-20,"22:37:27","ein",81447,1,"2020-11-20","2020"
2020-11-20,"22:37:31","aus",81451,-1,"2020-11-20","2020"
2020-11-20,"22:38:27","ein",81507,1,"2020-11-20","2020"
2020-11-20,"22:38:38","aus",81518,-1,"2020-11-20","2020"
2020-11-20,"22:39:05","ein",81545,1,"2020-11-20","2020"
2020-11-20,"22:41:20","aus",81680,-1,"2020-11-20","2020"
2020-11-20,"22:41:24","aus",81684,-1,"2020-11-20","2020"
2020-11-20,"22:41:27","ein",81687,1,"2020-11-20","2020"
2020-11-20,"22:42:10","aus",81730,-1,"2020-11-20","2020"
2020-11-20,"22:42:18","ein",81738,1,"2020-11-20","2020"
2020-11-20,"22:49:19","aus",82159,-1,"2020-11-20","2020"
2020-11-20,"22:52:18","ein",82338,1,"2020-11-20","2020"
2020-11-20,"22:53:13","aus",82393,-1,"2020-11-20","2020"
2020-11-20,"22:53:15","aus",82395,-1,"2020-11-20","2020"
2020-11-20,"22:53:27","aus",82407,-1,"2020-11-20","2020"
2020-11-20,"22:53:36","ein",82416,1,"2020-11-20","2020"
2020-11-20,"22:53:37","aus",82417,-1,"2020-11-20","2020"
2020-11-20,"22:53:40","ein",82420,1,"2020-11-20","2020"
2020-11-20,"22:53:41","ein",82421,1,"2020-11-20","2020"
2020-11-20,"22:53:43","aus",82423,-1,"2020-11-20","2020"
2020-11-20,"22:54:39","aus",82479,-1,"2020-11-20","2020"
2020-11-20,"22:56:10","ein",82570,1,"2020-11-20","2020"
2020-11-20,"22:57:42","aus",82662,-1,"2020-11-20","2020"
2020-11-20,"22:58:01","ein",82681,1,"2020-11-20","2020"
2020-11-20,"23:04:50","aus",83090,-1,"2020-11-20","2020"
2020-11-20,"23:11:42","ein",83502,1,"2020-11-20","2020"
2020-11-20,"23:35:59","aus",84959,-1,"2020-11-20","2020"
2020-11-20,"23:36:15","ein",84975,1,"2020-11-20","2020"
2020-11-20,"23:38:33","aus",85113,-1,"2020-11-20","2020"
2020-11-20,"23:40:47","aus",85247,-1,"2020-11-20","2020"
2020-11-20,"23:54:19","aus",86059,-1,"2020-11-20","2020"
2020-11-21,"00:08:19","ein",499,1,"2020-11-20","2020"
2020-11-21,"00:37:45","aus",2265,-1,"2020-11-20","2020"
2020-11-21,"00:41:28","aus",2488,-1,"2020-11-20","2020"
2020-11-21,"01:01:26","aus",3686,-1,"2020-11-20","2020"
2020-11-21,"01:02:10","ein",3730,1,"2020-11-20","2020"
2020-11-21,"01:03:13","aus",3793,-1,"2020-11-20","2020"
2020-11-21,"01:05:04","ein",3904,1,"2020-11-20","2020"
2020-11-21,"01:05:50","aus",3950,-1,"2020-11-20","2020"
2020-11-21,"01:06:11","ein",3971,1,"2020-11-20","2020"
2020-11-21,"01:09:04","ein",4144,1,"2020-11-20","2020"
2020-11-21,"01:21:06","ein",4866,1,"2020-11-20","2020"
2020-11-21,"01:37:25","aus",5845,-1,"2020-11-20","2020"
2020-11-21,"01:41:39","aus",6099,-1,"2020-11-20","2020"
2020-11-21,"01:54:20","ein",6860,1,"2020-11-20","2020"
2020-11-21,"02:16:18","aus",8178,-1,"2020-11-20","2020"
2020-11-21,"02:26:49","ein",8809,1,"2020-11-20","2020"
2020-11-21,"02:39:56","aus",9596,-1,"2020-11-20","2020"
2020-11-21,"02:39:56","aus",9596,-1,"2020-11-20","2020"
2020-11-21,"02:40:53","aus",9653,-1,"2020-11-20","2020"
2020-11-21,"02:42:03","aus",9723,-1,"2020-11-20","2020"
