"Datum","Uhrzeit","Type","LS","Event","EventSec","pseudodate","EventC","Year"
2020-08-31,"04:00:59","LichtS","A","ein",14459,"2020-08-30",1,"2020"
2020-08-31,"19:32:34","LichtS","A","aus",70354,"2020-08-31",-1,"2020"
2020-08-31,"22:33:22","LichtS","A","ein",81202,"2020-08-31",1,"2020"
2020-08-31,"22:56:54","LichtS","A","aus",82614,"2020-08-31",-1,"2020"
2020-08-31,"22:57:02","LichtS","A","aus",82622,"2020-08-31",-1,"2020"
2020-08-31,"22:57:02","LichtS","A","ein",82622,"2020-08-31",1,"2020"
2020-08-31,"22:57:45","LichtS","A","aus",82665,"2020-08-31",-1,"2020"
2020-08-31,"22:57:45","LichtS","A","ein",82665,"2020-08-31",1,"2020"
2020-08-31,"22:57:49","LichtS","A","ein",82669,"2020-08-31",1,"2020"
2020-08-31,"23:09:03","LichtS","A","aus",83343,"2020-08-31",-1,"2020"
2020-08-31,"23:09:17","LichtS","A","aus",83357,"2020-08-31",-1,"2020"
2020-08-31,"23:09:17","LichtS","A","ein",83357,"2020-08-31",1,"2020"
2020-08-31,"23:09:31","LichtS","A","aus",83371,"2020-08-31",-1,"2020"
2020-08-31,"23:09:32","LichtS","A","aus",83372,"2020-08-31",-1,"2020"
2020-08-31,"23:09:33","LichtS","A","aus",83373,"2020-08-31",-1,"2020"
2020-08-31,"23:09:33","LichtS","A","ein",83373,"2020-08-31",1,"2020"
2020-08-31,"23:09:37","LichtS","A","aus",83377,"2020-08-31",-1,"2020"
2020-08-31,"23:09:37","LichtS","A","ein",83377,"2020-08-31",1,"2020"
2020-08-31,"23:09:37","LichtS","A","aus",83377,"2020-08-31",-1,"2020"
2020-08-31,"23:09:39","LichtS","A","aus",83379,"2020-08-31",-1,"2020"
2020-08-31,"23:09:39","LichtS","A","ein",83379,"2020-08-31",1,"2020"
2020-08-31,"23:09:55","LichtS","A","aus",83395,"2020-08-31",-1,"2020"
2020-08-31,"23:09:56","LichtS","A","ein",83396,"2020-08-31",1,"2020"
2020-08-31,"23:10:07","LichtS","A","aus",83407,"2020-08-31",-1,"2020"
2020-08-31,"23:10:07","LichtS","A","ein",83407,"2020-08-31",1,"2020"
2020-08-31,"23:10:44","LichtS","A","aus",83444,"2020-08-31",-1,"2020"
2020-08-31,"23:10:45","LichtS","A","aus",83445,"2020-08-31",-1,"2020"
2020-08-31,"23:11:24","LichtS","A","ein",83484,"2020-08-31",1,"2020"
2020-08-31,"23:11:26","LichtS","A","aus",83486,"2020-08-31",-1,"2020"
2020-08-31,"23:11:26","LichtS","A","ein",83486,"2020-08-31",1,"2020"
2020-08-31,"23:12:35","LichtS","A","aus",83555,"2020-08-31",-1,"2020"
2020-08-31,"23:13:02","LichtS","A","ein",83582,"2020-08-31",1,"2020"
2020-08-31,"23:13:45","LichtS","A","ein",83625,"2020-08-31",1,"2020"
2020-08-31,"23:17:05","LichtS","A","aus",83825,"2020-08-31",-1,"2020"
2020-08-31,"23:17:05","LichtS","A","ein",83825,"2020-08-31",1,"2020"
2020-08-31,"23:25:52","LichtS","A","aus",84352,"2020-08-31",-1,"2020"
2020-08-31,"23:25:52","LichtS","A","ein",84352,"2020-08-31",1,"2020"
2020-08-31,"23:25:58","LichtS","A","aus",84358,"2020-08-31",-1,"2020"
2020-08-31,"23:26:00","LichtS","A","aus",84360,"2020-08-31",-1,"2020"
2020-08-31,"23:28:45","LichtS","A","ein",84525,"2020-08-31",1,"2020"
2020-08-31,"23:29:08","LichtS","A","aus",84548,"2020-08-31",-1,"2020"
2020-08-31,"23:29:11","LichtS","A","aus",84551,"2020-08-31",-1,"2020"
2020-08-31,"23:29:11","LichtS","A","aus",84551,"2020-08-31",-1,"2020"
2020-08-31,"23:30:23","LichtS","A","aus",84623,"2020-08-31",-1,"2020"
2020-08-31,"23:30:23","LichtS","A","ein",84623,"2020-08-31",1,"2020"
2020-08-31,"23:30:23","LichtS","A","aus",84623,"2020-08-31",-1,"2020"
2020-08-31,"23:30:23","LichtS","A","ein",84623,"2020-08-31",1,"2020"
2020-08-31,"23:30:25","LichtS","A","aus",84625,"2020-08-31",-1,"2020"
2020-08-31,"23:31:59","LichtS","A","ein",84719,"2020-08-31",1,"2020"
2020-08-31,"23:32:16","LichtS","A","aus",84736,"2020-08-31",-1,"2020"
2020-08-31,"23:32:17","LichtS","A","ein",84737,"2020-08-31",1,"2020"
2020-08-31,"23:33:53","LichtS","A","ein",84833,"2020-08-31",1,"2020"
2020-08-31,"23:36:23","LichtS","A","ein",84983,"2020-08-31",1,"2020"
2020-08-31,"23:45:44","LichtS","A","ein",85544,"2020-08-31",1,"2020"
2020-08-31,"23:50:34","LichtS","A","aus",85834,"2020-08-31",-1,"2020"
2020-08-31,"23:50:46","LichtS","A","ein",85846,"2020-08-31",1,"2020"
2020-08-31,"23:50:48","LichtS","A","aus",85848,"2020-08-31",-1,"2020"
2020-08-31,"23:53:20","LichtS","A","aus",86000,"2020-08-31",-1,"2020"
2020-09-01,"00:00:22","LichtS","A","aus",22,"2020-08-31",-1,"2020"
2020-09-01,"00:26:50","LichtS","A","ein",1610,"2020-08-31",1,"2020"
2020-09-01,"00:59:06","LichtS","A","ein",3546,"2020-08-31",1,"2020"
2020-09-01,"01:45:55","LichtS","A","ein",6355,"2020-08-31",1,"2020"
2020-09-01,"01:46:55","LichtS","A","aus",6415,"2020-08-31",-1,"2020"
2020-09-01,"01:47:03","LichtS","A","ein",6423,"2020-08-31",1,"2020"
2020-09-01,"01:47:09","LichtS","A","ein",6429,"2020-08-31",1,"2020"
2020-09-01,"01:54:06","LichtS","A","aus",6846,"2020-08-31",-1,"2020"
2020-09-01,"02:39:39","LichtS","A","aus",9579,"2020-08-31",-1,"2020"
2020-09-01,"02:40:45","LichtS","A","ein",9645,"2020-08-31",1,"2020"
2020-09-01,"02:40:47","LichtS","A","aus",9647,"2020-08-31",-1,"2020"
2020-09-01,"02:40:53","LichtS","A","ein",9653,"2020-08-31",1,"2020"
2020-09-01,"02:40:54","LichtS","A","ein",9654,"2020-08-31",1,"2020"
2020-09-01,"02:41:20","LichtS","A","ein",9680,"2020-08-31",1,"2020"
2020-09-01,"02:41:20","LichtS","A","ein",9680,"2020-08-31",1,"2020"
2020-09-01,"02:41:32","LichtS","A","aus",9692,"2020-08-31",-1,"2020"
2020-09-01,"02:41:32","LichtS","A","ein",9692,"2020-08-31",1,"2020"
2020-09-01,"02:41:51","LichtS","A","aus",9711,"2020-08-31",-1,"2020"
2020-09-01,"02:41:55","LichtS","A","aus",9715,"2020-08-31",-1,"2020"
2020-09-01,"02:42:11","LichtS","A","ein",9731,"2020-08-31",1,"2020"
2020-09-01,"02:44:48","LichtS","A","ein",9888,"2020-08-31",1,"2020"
2020-09-01,"03:10:26","LichtS","A","ein",11426,"2020-08-31",1,"2020"
2020-09-01,"03:16:48","LichtS","A","aus",11808,"2020-08-31",-1,"2020"
2020-09-01,"03:17:06","LichtS","A","aus",11826,"2020-08-31",-1,"2020"
2020-09-01,"03:17:06","LichtS","A","ein",11826,"2020-08-31",1,"2020"
2020-09-01,"03:27:24","LichtS","A","aus",12444,"2020-08-31",-1,"2020"
2020-09-01,"03:30:28","LichtS","A","ein",12628,"2020-08-31",1,"2020"
2020-09-01,"03:32:06","LichtS","A","aus",12726,"2020-08-31",-1,"2020"
2020-09-01,"03:32:06","LichtS","A","ein",12726,"2020-08-31",1,"2020"
2020-09-01,"03:32:14","LichtS","A","aus",12734,"2020-08-31",-1,"2020"
2020-09-01,"03:35:34","LichtS","A","ein",12934,"2020-08-31",1,"2020"
2020-09-01,"03:35:43","LichtS","A","ein",12943,"2020-08-31",1,"2020"
2020-09-01,"03:57:50","LichtS","A","aus",14270,"2020-08-31",-1,"2020"
2020-09-01,"04:06:18","LichtS","A","aus",14778,"2020-08-31",-1,"2020"
2020-09-01,"04:06:46","LichtS","A","ein",14806,"2020-08-31",1,"2020"
2020-09-01,"04:06:52","LichtS","A","ein",14812,"2020-08-31",1,"2020"
2020-09-01,"04:07:15","LichtS","A","ein",14835,"2020-08-31",1,"2020"
2020-09-01,"04:11:28","LichtS","A","aus",15088,"2020-08-31",-1,"2020"
2020-09-01,"04:11:28","LichtS","A","ein",15088,"2020-08-31",1,"2020"
2020-09-01,"04:11:33","LichtS","A","aus",15093,"2020-08-31",-1,"2020"
2020-09-01,"04:11:35","LichtS","A","ein",15095,"2020-08-31",1,"2020"
2020-09-01,"04:11:52","LichtS","A","aus",15112,"2020-08-31",-1,"2020"
2020-09-01,"04:21:40","LichtS","A","ein",15700,"2020-08-31",1,"2020"
2020-09-01,"19:44:48","LichtS","A","aus",71088,"2020-09-01",-1,"2020"
2020-09-01,"20:15:02","LichtS","A","aus",72902,"2020-09-01",-1,"2020"
2020-09-01,"21:52:49","LichtS","A","ein",78769,"2020-09-01",1,"2020"
2020-09-01,"22:29:35","LichtS","A","ein",80975,"2020-09-01",1,"2020"
2020-09-01,"22:37:36","LichtS","A","ein",81456,"2020-09-01",1,"2020"
2020-09-01,"22:51:01","LichtS","A","ein",82261,"2020-09-01",1,"2020"
2020-09-01,"22:51:05","LichtS","A","aus",82265,"2020-09-01",-1,"2020"
2020-09-01,"22:51:05","LichtS","A","ein",82265,"2020-09-01",1,"2020"
2020-09-01,"22:51:08","LichtS","A","ein",82268,"2020-09-01",1,"2020"
2020-09-01,"22:51:32","LichtS","A","ein",82292,"2020-09-01",1,"2020"
2020-09-01,"22:51:35","LichtS","A","aus",82295,"2020-09-01",-1,"2020"
2020-09-01,"22:53:26","LichtS","A","aus",82406,"2020-09-01",-1,"2020"
2020-09-01,"23:39:05","LichtS","A","aus",85145,"2020-09-01",-1,"2020"
2020-09-01,"23:52:50","LichtS","A","ein",85970,"2020-09-01",1,"2020"
2020-09-02,"00:36:39","LichtS","A","ein",2199,"2020-09-01",1,"2020"
2020-09-02,"01:35:33","LichtS","A","ein",5733,"2020-09-01",1,"2020"
2020-09-02,"02:07:27","LichtS","A","ein",7647,"2020-09-01",1,"2020"
2020-09-02,"02:15:03","LichtS","A","aus",8103,"2020-09-01",-1,"2020"
2020-09-02,"02:15:03","LichtS","A","ein",8103,"2020-09-01",1,"2020"
2020-09-02,"02:15:03","LichtS","A","ein",8103,"2020-09-01",1,"2020"
2020-09-02,"02:15:11","LichtS","A","ein",8111,"2020-09-01",1,"2020"
2020-09-02,"02:15:20","LichtS","A","aus",8120,"2020-09-01",-1,"2020"
2020-09-02,"02:41:55","LichtS","A","ein",9715,"2020-09-01",1,"2020"
2020-09-02,"02:57:29","LichtS","A","aus",10649,"2020-09-01",-1,"2020"
2020-09-02,"02:58:26","LichtS","A","ein",10706,"2020-09-01",1,"2020"
2020-09-02,"02:59:05","LichtS","A","aus",10745,"2020-09-01",-1,"2020"
2020-09-02,"03:01:27","LichtS","A","ein",10887,"2020-09-01",1,"2020"
2020-09-02,"04:30:04","LichtS","A","aus",16204,"2020-09-01",-1,"2020"
2020-09-02,"04:30:24","LichtS","A","ein",16224,"2020-09-01",1,"2020"
2020-09-02,"19:16:39","LichtS","A","ein",69399,"2020-09-02",1,"2020"
2020-09-02,"19:16:39","LichtS","A","ein",69399,"2020-09-02",1,"2020"
2020-09-02,"19:16:42","LichtS","A","aus",69402,"2020-09-02",-1,"2020"
2020-09-02,"19:16:44","LichtS","A","aus",69404,"2020-09-02",-1,"2020"
2020-09-02,"19:16:44","LichtS","A","ein",69404,"2020-09-02",1,"2020"
2020-09-02,"19:16:46","LichtS","A","ein",69406,"2020-09-02",1,"2020"
2020-09-02,"19:16:58","LichtS","A","aus",69418,"2020-09-02",-1,"2020"
2020-09-02,"19:17:01","LichtS","A","aus",69421,"2020-09-02",-1,"2020"
2020-09-02,"19:17:38","LichtS","A","ein",69458,"2020-09-02",1,"2020"
2020-09-02,"19:20:55","LichtS","A","aus",69655,"2020-09-02",-1,"2020"
2020-09-02,"19:21:17","LichtS","A","ein",69677,"2020-09-02",1,"2020"
2020-09-02,"19:25:23","LichtS","A","aus",69923,"2020-09-02",-1,"2020"
2020-09-02,"19:25:42","LichtS","A","ein",69942,"2020-09-02",1,"2020"
2020-09-02,"19:28:43","LichtS","A","aus",70123,"2020-09-02",-1,"2020"
2020-09-02,"19:29:35","LichtS","A","ein",70175,"2020-09-02",1,"2020"
2020-09-02,"19:34:58","LichtS","A","aus",70498,"2020-09-02",-1,"2020"
2020-09-02,"19:34:58","LichtS","A","ein",70498,"2020-09-02",1,"2020"
2020-09-02,"19:35:00","LichtS","A","aus",70500,"2020-09-02",-1,"2020"
2020-09-02,"19:35:28","LichtS","A","ein",70528,"2020-09-02",1,"2020"
2020-09-02,"19:41:44","LichtS","A","aus",70904,"2020-09-02",-1,"2020"
2020-09-02,"19:47:57","LichtS","A","aus",71277,"2020-09-02",-1,"2020"
2020-09-03,"00:42:54","LichtS","A","ein",2574,"2020-09-02",1,"2020"
2020-09-03,"02:02:30","LichtS","A","aus",7350,"2020-09-02",-1,"2020"
2020-09-03,"02:09:00","LichtS","A","ein",7740,"2020-09-02",1,"2020"
2020-09-03,"02:42:48","LichtS","A","aus",9768,"2020-09-02",-1,"2020"
2020-09-03,"03:04:03","LichtS","A","ein",11043,"2020-09-02",1,"2020"
2020-09-03,"03:08:36","LichtS","A","ein",11316,"2020-09-02",1,"2020"
2020-09-03,"03:29:53","LichtS","A","aus",12593,"2020-09-02",-1,"2020"
2020-09-03,"03:55:16","LichtS","A","ein",14116,"2020-09-02",1,"2020"
2020-09-03,"03:56:06","LichtS","A","aus",14166,"2020-09-02",-1,"2020"
2020-09-03,"03:56:06","LichtS","A","ein",14166,"2020-09-02",1,"2020"
2020-09-03,"03:56:16","LichtS","A","aus",14176,"2020-09-02",-1,"2020"
2020-09-03,"03:56:39","LichtS","A","aus",14199,"2020-09-02",-1,"2020"
2020-09-03,"04:14:35","LichtS","A","ein",15275,"2020-09-02",1,"2020"
2020-09-03,"19:48:21","LichtS","A","aus",71301,"2020-09-03",-1,"2020"
2020-09-03,"22:01:05","LichtS","A","ein",79265,"2020-09-03",1,"2020"
2020-09-03,"22:05:52","LichtS","A","ein",79552,"2020-09-03",1,"2020"
2020-09-04,"00:10:01","LichtS","A","aus",601,"2020-09-03",-1,"2020"
2020-09-04,"00:10:11","LichtS","A","aus",611,"2020-09-03",-1,"2020"
2020-09-04,"01:38:06","LichtS","A","ein",5886,"2020-09-03",1,"2020"
2020-09-04,"02:07:31","LichtS","A","aus",7651,"2020-09-03",-1,"2020"
2020-09-04,"02:07:31","LichtS","A","ein",7651,"2020-09-03",1,"2020"
2020-09-04,"02:07:31","LichtS","A","ein",7651,"2020-09-03",1,"2020"
2020-09-04,"02:07:46","LichtS","A","aus",7666,"2020-09-03",-1,"2020"
2020-09-04,"02:09:23","LichtS","A","ein",7763,"2020-09-03",1,"2020"
2020-09-04,"02:14:55","LichtS","A","ein",8095,"2020-09-03",1,"2020"
2020-09-04,"02:16:03","LichtS","A","aus",8163,"2020-09-03",-1,"2020"
2020-09-04,"02:26:46","LichtS","A","ein",8806,"2020-09-03",1,"2020"
2020-09-04,"02:27:40","LichtS","A","aus",8860,"2020-09-03",-1,"2020"
2020-09-04,"02:35:29","LichtS","A","ein",9329,"2020-09-03",1,"2020"
2020-09-04,"02:42:29","LichtS","A","ein",9749,"2020-09-03",1,"2020"
2020-09-04,"02:47:58","LichtS","A","aus",10078,"2020-09-03",-1,"2020"
2020-09-04,"02:55:24","LichtS","A","aus",10524,"2020-09-03",-1,"2020"
2020-09-04,"02:58:03","LichtS","A","ein",10683,"2020-09-03",1,"2020"
2020-09-04,"03:03:55","LichtS","A","aus",11035,"2020-09-03",-1,"2020"
2020-09-04,"03:03:55","LichtS","A","aus",11035,"2020-09-03",-1,"2020"
2020-09-04,"03:03:55","LichtS","A","ein",11035,"2020-09-03",1,"2020"
2020-09-04,"03:05:45","LichtS","A","ein",11145,"2020-09-03",1,"2020"
2020-09-04,"03:13:40","LichtS","A","aus",11620,"2020-09-03",-1,"2020"
2020-09-04,"03:20:13","LichtS","A","ein",12013,"2020-09-03",1,"2020"
2020-09-04,"03:38:45","LichtS","A","aus",13125,"2020-09-03",-1,"2020"
2020-09-04,"04:03:52","LichtS","A","aus",14632,"2020-09-03",-1,"2020"
2020-09-04,"04:12:27","LichtS","A","ein",15147,"2020-09-03",1,"2020"
2020-09-04,"04:39:12","LichtS","A","aus",16752,"2020-09-03",-1,"2020"
2020-09-04,"04:39:12","LichtS","A","ein",16752,"2020-09-03",1,"2020"
2020-09-04,"04:39:22","LichtS","A","aus",16762,"2020-09-03",-1,"2020"
2020-09-04,"04:39:22","LichtS","A","ein",16762,"2020-09-03",1,"2020"
2020-09-04,"04:39:25","LichtS","A","aus",16765,"2020-09-03",-1,"2020"
2020-09-04,"21:14:17","LichtS","A","ein",76457,"2020-09-04",1,"2020"
2020-09-04,"21:23:48","LichtS","A","ein",77028,"2020-09-04",1,"2020"
2020-09-04,"21:24:30","LichtS","A","aus",77070,"2020-09-04",-1,"2020"
2020-09-04,"21:24:30","LichtS","A","ein",77070,"2020-09-04",1,"2020"
2020-09-04,"21:24:56","LichtS","A","ein",77096,"2020-09-04",1,"2020"
2020-09-04,"21:26:41","LichtS","A","aus",77201,"2020-09-04",-1,"2020"
2020-09-04,"21:27:58","LichtS","A","ein",77278,"2020-09-04",1,"2020"
2020-09-04,"21:27:58","LichtS","A","ein",77278,"2020-09-04",1,"2020"
2020-09-04,"21:30:24","LichtS","A","ein",77424,"2020-09-04",1,"2020"
2020-09-04,"21:45:05","LichtS","A","aus",78305,"2020-09-04",-1,"2020"
2020-09-04,"21:51:45","LichtS","A","aus",78705,"2020-09-04",-1,"2020"
2020-09-04,"21:59:36","LichtS","A","ein",79176,"2020-09-04",1,"2020"
2020-09-04,"22:00:00","LichtS","A","ein",79200,"2020-09-04",1,"2020"
2020-09-04,"22:00:15","LichtS","A","aus",79215,"2020-09-04",-1,"2020"
2020-09-04,"22:00:15","LichtS","A","ein",79215,"2020-09-04",1,"2020"
2020-09-04,"22:00:30","LichtS","A","aus",79230,"2020-09-04",-1,"2020"
2020-09-04,"22:00:30","LichtS","A","ein",79230,"2020-09-04",1,"2020"
2020-09-04,"22:00:39","LichtS","A","aus",79239,"2020-09-04",-1,"2020"
2020-09-04,"22:00:39","LichtS","A","ein",79239,"2020-09-04",1,"2020"
2020-09-04,"22:00:39","LichtS","A","aus",79239,"2020-09-04",-1,"2020"
2020-09-04,"22:00:39","LichtS","A","aus",79239,"2020-09-04",-1,"2020"
2020-09-04,"22:00:39","LichtS","A","ein",79239,"2020-09-04",1,"2020"
2020-09-04,"22:00:46","LichtS","A","aus",79246,"2020-09-04",-1,"2020"
2020-09-04,"22:00:46","LichtS","A","ein",79246,"2020-09-04",1,"2020"
2020-09-04,"22:00:51","LichtS","A","aus",79251,"2020-09-04",-1,"2020"
2020-09-04,"22:00:52","LichtS","A","ein",79252,"2020-09-04",1,"2020"
2020-09-04,"22:00:54","LichtS","A","aus",79254,"2020-09-04",-1,"2020"
2020-09-04,"22:00:54","LichtS","A","ein",79254,"2020-09-04",1,"2020"
2020-09-04,"22:00:57","LichtS","A","aus",79257,"2020-09-04",-1,"2020"
2020-09-04,"22:00:57","LichtS","A","ein",79257,"2020-09-04",1,"2020"
2020-09-04,"22:00:59","LichtS","A","aus",79259,"2020-09-04",-1,"2020"
2020-09-04,"22:00:59","LichtS","A","ein",79259,"2020-09-04",1,"2020"
2020-09-04,"22:01:04","LichtS","A","ein",79264,"2020-09-04",1,"2020"
2020-09-04,"22:01:05","LichtS","A","ein",79265,"2020-09-04",1,"2020"
2020-09-04,"22:01:05","LichtS","A","aus",79265,"2020-09-04",-1,"2020"
2020-09-04,"22:05:31","LichtS","A","aus",79531,"2020-09-04",-1,"2020"
2020-09-04,"22:31:41","LichtS","A","aus",81101,"2020-09-04",-1,"2020"
2020-09-04,"22:33:42","LichtS","A","ein",81222,"2020-09-04",1,"2020"
2020-09-04,"22:33:48","LichtS","A","aus",81228,"2020-09-04",-1,"2020"
2020-09-04,"22:34:01","LichtS","A","aus",81241,"2020-09-04",-1,"2020"
2020-09-04,"22:34:07","LichtS","A","aus",81247,"2020-09-04",-1,"2020"
2020-09-04,"22:34:07","LichtS","A","ein",81247,"2020-09-04",1,"2020"
2020-09-04,"22:34:08","LichtS","A","ein",81248,"2020-09-04",1,"2020"
2020-09-04,"22:34:10","LichtS","A","aus",81250,"2020-09-04",-1,"2020"
2020-09-04,"22:34:10","LichtS","A","aus",81250,"2020-09-04",-1,"2020"
2020-09-04,"22:34:11","LichtS","A","ein",81251,"2020-09-04",1,"2020"
2020-09-04,"22:34:13","LichtS","A","aus",81253,"2020-09-04",-1,"2020"
2020-09-04,"22:34:14","LichtS","A","ein",81254,"2020-09-04",1,"2020"
2020-09-04,"22:34:15","LichtS","A","aus",81255,"2020-09-04",-1,"2020"
2020-09-04,"22:34:16","LichtS","A","ein",81256,"2020-09-04",1,"2020"
2020-09-04,"22:34:24","LichtS","A","aus",81264,"2020-09-04",-1,"2020"
2020-09-04,"22:34:24","LichtS","A","ein",81264,"2020-09-04",1,"2020"
2020-09-04,"22:34:26","LichtS","A","aus",81266,"2020-09-04",-1,"2020"
2020-09-04,"22:34:26","LichtS","A","ein",81266,"2020-09-04",1,"2020"
2020-09-04,"22:34:27","LichtS","A","aus",81267,"2020-09-04",-1,"2020"
2020-09-04,"22:34:36","LichtS","A","ein",81276,"2020-09-04",1,"2020"
2020-09-04,"22:34:40","LichtS","A","aus",81280,"2020-09-04",-1,"2020"
2020-09-04,"22:46:32","LichtS","A","aus",81992,"2020-09-04",-1,"2020"
2020-09-04,"22:46:32","LichtS","A","ein",81992,"2020-09-04",1,"2020"
2020-09-04,"22:46:38","LichtS","A","aus",81998,"2020-09-04",-1,"2020"
2020-09-04,"22:46:39","LichtS","A","ein",81999,"2020-09-04",1,"2020"
2020-09-04,"22:46:52","LichtS","A","aus",82012,"2020-09-04",-1,"2020"
2020-09-04,"22:46:52","LichtS","A","ein",82012,"2020-09-04",1,"2020"
2020-09-04,"22:46:55","LichtS","A","aus",82015,"2020-09-04",-1,"2020"
2020-09-04,"22:46:55","LichtS","A","ein",82015,"2020-09-04",1,"2020"
2020-09-04,"22:47:00","LichtS","A","aus",82020,"2020-09-04",-1,"2020"
2020-09-04,"22:47:00","LichtS","A","ein",82020,"2020-09-04",1,"2020"
2020-09-04,"22:47:09","LichtS","A","aus",82029,"2020-09-04",-1,"2020"
2020-09-04,"22:47:16","LichtS","A","aus",82036,"2020-09-04",-1,"2020"
2020-09-04,"22:47:16","LichtS","A","ein",82036,"2020-09-04",1,"2020"
2020-09-04,"22:47:19","LichtS","A","aus",82039,"2020-09-04",-1,"2020"
2020-09-04,"22:47:19","LichtS","A","ein",82039,"2020-09-04",1,"2020"
2020-09-04,"22:47:22","LichtS","A","aus",82042,"2020-09-04",-1,"2020"
2020-09-04,"22:49:02","LichtS","A","ein",82142,"2020-09-04",1,"2020"
2020-09-04,"22:49:04","LichtS","A","aus",82144,"2020-09-04",-1,"2020"
2020-09-04,"22:49:32","LichtS","A","ein",82172,"2020-09-04",1,"2020"
2020-09-04,"22:54:50","LichtS","A","ein",82490,"2020-09-04",1,"2020"
2020-09-04,"22:57:47","LichtS","A","ein",82667,"2020-09-04",1,"2020"
2020-09-04,"22:58:09","LichtS","A","aus",82689,"2020-09-04",-1,"2020"
2020-09-04,"22:58:09","LichtS","A","ein",82689,"2020-09-04",1,"2020"
2020-09-04,"22:59:15","LichtS","A","ein",82755,"2020-09-04",1,"2020"
2020-09-04,"23:00:44","LichtS","A","aus",82844,"2020-09-04",-1,"2020"
2020-09-04,"23:00:44","LichtS","A","ein",82844,"2020-09-04",1,"2020"
2020-09-04,"23:00:55","LichtS","A","ein",82855,"2020-09-04",1,"2020"
2020-09-04,"23:00:55","LichtS","A","ein",82855,"2020-09-04",1,"2020"
2020-09-04,"23:03:35","LichtS","A","aus",83015,"2020-09-04",-1,"2020"
2020-09-04,"23:03:52","LichtS","A","ein",83032,"2020-09-04",1,"2020"
2020-09-04,"23:05:29","LichtS","A","aus",83129,"2020-09-04",-1,"2020"
2020-09-04,"23:06:34","LichtS","A","ein",83194,"2020-09-04",1,"2020"
2020-09-04,"23:06:59","LichtS","A","aus",83219,"2020-09-04",-1,"2020"
2020-09-04,"23:06:59","LichtS","A","ein",83219,"2020-09-04",1,"2020"
2020-09-04,"23:07:02","LichtS","A","aus",83222,"2020-09-04",-1,"2020"
2020-09-04,"23:07:02","LichtS","A","aus",83222,"2020-09-04",-1,"2020"
2020-09-04,"23:07:02","LichtS","A","aus",83222,"2020-09-04",-1,"2020"
2020-09-04,"23:07:15","LichtS","A","ein",83235,"2020-09-04",1,"2020"
2020-09-04,"23:07:21","LichtS","A","ein",83241,"2020-09-04",1,"2020"
2020-09-04,"23:08:11","LichtS","A","aus",83291,"2020-09-04",-1,"2020"
2020-09-04,"23:08:22","LichtS","A","aus",83302,"2020-09-04",-1,"2020"
2020-09-04,"23:08:24","LichtS","A","ein",83304,"2020-09-04",1,"2020"
2020-09-04,"23:09:11","LichtS","A","aus",83351,"2020-09-04",-1,"2020"
2020-09-04,"23:09:11","LichtS","A","ein",83351,"2020-09-04",1,"2020"
2020-09-04,"23:09:12","LichtS","A","ein",83352,"2020-09-04",1,"2020"
2020-09-04,"23:09:59","LichtS","A","ein",83399,"2020-09-04",1,"2020"
2020-09-04,"23:10:09","LichtS","A","ein",83409,"2020-09-04",1,"2020"
2020-09-04,"23:10:23","LichtS","A","aus",83423,"2020-09-04",-1,"2020"
2020-09-04,"23:11:57","LichtS","A","aus",83517,"2020-09-04",-1,"2020"
2020-09-04,"23:21:45","LichtS","A","aus",84105,"2020-09-04",-1,"2020"
2020-09-04,"23:21:45","LichtS","A","aus",84105,"2020-09-04",-1,"2020"
2020-09-04,"23:21:57","LichtS","A","ein",84117,"2020-09-04",1,"2020"
2020-09-04,"23:22:03","LichtS","A","ein",84123,"2020-09-04",1,"2020"
2020-09-04,"23:27:59","LichtS","A","ein",84479,"2020-09-04",1,"2020"
2020-09-04,"23:31:51","LichtS","A","aus",84711,"2020-09-04",-1,"2020"
2020-09-04,"23:31:51","LichtS","A","aus",84711,"2020-09-04",-1,"2020"
2020-09-04,"23:31:51","LichtS","A","aus",84711,"2020-09-04",-1,"2020"
2020-09-04,"23:32:03","LichtS","A","ein",84723,"2020-09-04",1,"2020"
2020-09-04,"23:32:07","LichtS","A","aus",84727,"2020-09-04",-1,"2020"
2020-09-04,"23:32:23","LichtS","A","aus",84743,"2020-09-04",-1,"2020"
2020-09-04,"23:33:51","LichtS","A","aus",84831,"2020-09-04",-1,"2020"
2020-09-04,"23:33:51","LichtS","A","aus",84831,"2020-09-04",-1,"2020"
2020-09-04,"23:33:51","LichtS","A","aus",84831,"2020-09-04",-1,"2020"
2020-09-04,"23:34:09","LichtS","A","aus",84849,"2020-09-04",-1,"2020"
2020-09-04,"23:34:25","LichtS","A","ein",84865,"2020-09-04",1,"2020"
2020-09-04,"23:34:33","LichtS","A","ein",84873,"2020-09-04",1,"2020"
2020-09-04,"23:35:29","LichtS","A","ein",84929,"2020-09-04",1,"2020"
2020-09-04,"23:36:59","LichtS","A","ein",85019,"2020-09-04",1,"2020"
2020-09-04,"23:37:53","LichtS","A","ein",85073,"2020-09-04",1,"2020"
2020-09-04,"23:37:53","LichtS","A","ein",85073,"2020-09-04",1,"2020"
2020-09-04,"23:38:01","LichtS","A","aus",85081,"2020-09-04",-1,"2020"
2020-09-04,"23:38:02","LichtS","A","ein",85082,"2020-09-04",1,"2020"
2020-09-04,"23:38:07","LichtS","A","ein",85087,"2020-09-04",1,"2020"
