"Datum","Uhrzeit","Event","EventSec","pseudodate","EventC","Year"
2020-08-01,"18:09:24","aus",65364,"2020-08-01",-1,"2020"
2020-08-01,"18:11:38","ein",65498,"2020-08-01",1,"2020"
2020-08-01,"18:12:19","ein",65539,"2020-08-01",1,"2020"
2020-08-01,"18:19:07","ein",65947,"2020-08-01",1,"2020"
2020-08-01,"18:19:09","aus",65949,"2020-08-01",-1,"2020"
2020-08-01,"18:19:09","ein",65949,"2020-08-01",1,"2020"
2020-08-01,"18:19:12","aus",65952,"2020-08-01",-1,"2020"
2020-08-01,"18:20:09","aus",66009,"2020-08-01",-1,"2020"
2020-08-01,"18:20:10","ein",66010,"2020-08-01",1,"2020"
2020-08-01,"18:20:11","aus",66011,"2020-08-01",-1,"2020"
2020-08-01,"18:20:12","ein",66012,"2020-08-01",1,"2020"
2020-08-01,"18:20:13","aus",66013,"2020-08-01",-1,"2020"
2020-08-01,"18:20:14","ein",66014,"2020-08-01",1,"2020"
2020-08-01,"20:42:11","aus",74531,"2020-08-01",-1,"2020"
2020-08-01,"20:48:45","aus",74925,"2020-08-01",-1,"2020"
2020-08-01,"21:41:40","ein",78100,"2020-08-01",1,"2020"
2020-08-01,"21:53:57","ein",78837,"2020-08-01",1,"2020"
2020-08-01,"22:08:10","aus",79690,"2020-08-01",-1,"2020"
2020-08-01,"22:11:20","aus",79880,"2020-08-01",-1,"2020"
2020-08-01,"22:12:52","ein",79972,"2020-08-01",1,"2020"
2020-08-01,"22:26:15","ein",80775,"2020-08-01",1,"2020"
2020-08-01,"22:43:37","ein",81817,"2020-08-01",1,"2020"
2020-08-01,"22:47:26","ein",82046,"2020-08-01",1,"2020"
2020-08-01,"22:52:40","ein",82360,"2020-08-01",1,"2020"
2020-08-01,"22:56:23","ein",82583,"2020-08-01",1,"2020"
2020-08-01,"23:09:13","ein",83353,"2020-08-01",1,"2020"
2020-08-01,"23:15:44","aus",83744,"2020-08-01",-1,"2020"
2020-08-01,"23:21:44","ein",84104,"2020-08-01",1,"2020"
2020-08-01,"23:22:22","ein",84142,"2020-08-01",1,"2020"
2020-08-01,"23:23:03","aus",84183,"2020-08-01",-1,"2020"
2020-08-01,"23:24:15","ein",84255,"2020-08-01",1,"2020"
2020-08-01,"23:35:26","ein",84926,"2020-08-01",1,"2020"
2020-08-01,"23:35:46","aus",84946,"2020-08-01",-1,"2020"
2020-08-01,"23:40:25","aus",85225,"2020-08-01",-1,"2020"
2020-08-01,"23:54:27","aus",86067,"2020-08-01",-1,"2020"
2020-08-01,"23:55:10","aus",86110,"2020-08-01",-1,"2020"
2020-08-01,"23:57:56","aus",86276,"2020-08-01",-1,"2020"
2020-08-02,"00:01:31","aus",91,"2020-08-01",-1,"2020"
2020-08-02,"00:25:16","ein",1516,"2020-08-01",1,"2020"
2020-08-02,"00:41:22","ein",2482,"2020-08-01",1,"2020"
2020-08-02,"00:44:48","aus",2688,"2020-08-01",-1,"2020"
2020-08-02,"00:51:54","aus",3114,"2020-08-01",-1,"2020"
2020-08-02,"01:06:32","ein",3992,"2020-08-01",1,"2020"
2020-08-02,"01:14:12","aus",4452,"2020-08-01",-1,"2020"
2020-08-02,"01:44:45","aus",6285,"2020-08-01",-1,"2020"
2020-08-02,"01:45:52","aus",6352,"2020-08-01",-1,"2020"
2020-08-02,"01:46:03","ein",6363,"2020-08-01",1,"2020"
2020-08-02,"02:17:58","ein",8278,"2020-08-01",1,"2020"
2020-08-02,"02:19:46","aus",8386,"2020-08-01",-1,"2020"
2020-08-02,"02:20:12","aus",8412,"2020-08-01",-1,"2020"
2020-08-02,"02:45:59","ein",9959,"2020-08-01",1,"2020"
2020-08-02,"02:48:17","aus",10097,"2020-08-01",-1,"2020"
2020-08-02,"02:53:14","ein",10394,"2020-08-01",1,"2020"
2020-08-02,"03:22:47","aus",12167,"2020-08-01",-1,"2020"
2020-08-02,"03:22:48","ein",12168,"2020-08-01",1,"2020"
2020-08-02,"03:24:06","aus",12246,"2020-08-01",-1,"2020"
2020-08-02,"20:44:50","aus",74690,"2020-08-02",-1,"2020"
2020-08-02,"20:45:00","aus",74700,"2020-08-02",-1,"2020"
2020-08-02,"21:36:26","aus",77786,"2020-08-02",-1,"2020"
2020-08-02,"21:44:05","ein",78245,"2020-08-02",1,"2020"
2020-08-02,"21:53:06","ein",78786,"2020-08-02",1,"2020"
2020-08-02,"22:10:35","ein",79835,"2020-08-02",1,"2020"
2020-08-02,"22:22:45","ein",80565,"2020-08-02",1,"2020"
2020-08-02,"22:29:42","ein",80982,"2020-08-02",1,"2020"
2020-08-02,"22:40:26","ein",81626,"2020-08-02",1,"2020"
2020-08-02,"22:54:41","aus",82481,"2020-08-02",-1,"2020"
2020-08-02,"22:55:45","ein",82545,"2020-08-02",1,"2020"
2020-08-02,"23:03:57","aus",83037,"2020-08-02",-1,"2020"
2020-08-02,"23:19:23","aus",83963,"2020-08-02",-1,"2020"
2020-08-02,"23:19:59","aus",83999,"2020-08-02",-1,"2020"
2020-08-02,"23:26:53","aus",84413,"2020-08-02",-1,"2020"
2020-08-02,"23:29:31","ein",84571,"2020-08-02",1,"2020"
2020-08-02,"23:33:49","ein",84829,"2020-08-02",1,"2020"
2020-08-02,"23:41:19","ein",85279,"2020-08-02",1,"2020"
2020-08-02,"23:54:09","ein",86049,"2020-08-02",1,"2020"
2020-08-03,"00:16:03","ein",963,"2020-08-02",1,"2020"
2020-08-03,"00:46:12","aus",2772,"2020-08-02",-1,"2020"
2020-08-03,"00:50:55","aus",3055,"2020-08-02",-1,"2020"
2020-08-03,"00:53:25","ein",3205,"2020-08-02",1,"2020"
2020-08-03,"00:57:40","ein",3460,"2020-08-02",1,"2020"
2020-08-03,"01:01:38","ein",3698,"2020-08-02",1,"2020"
2020-08-03,"01:02:16","aus",3736,"2020-08-02",-1,"2020"
2020-08-03,"01:05:22","aus",3922,"2020-08-02",-1,"2020"
2020-08-03,"01:05:36","aus",3936,"2020-08-02",-1,"2020"
2020-08-03,"01:13:35","aus",4415,"2020-08-02",-1,"2020"
2020-08-03,"01:14:34","ein",4474,"2020-08-02",1,"2020"
2020-08-03,"01:34:51","aus",5691,"2020-08-02",-1,"2020"
2020-08-03,"01:35:29","ein",5729,"2020-08-02",1,"2020"
2020-08-03,"01:54:12","aus",6852,"2020-08-02",-1,"2020"
2020-08-03,"02:00:14","aus",7214,"2020-08-02",-1,"2020"
2020-08-03,"02:05:00","aus",7500,"2020-08-02",-1,"2020"
2020-08-03,"02:11:17","aus",7877,"2020-08-02",-1,"2020"
2020-08-03,"02:47:51","ein",10071,"2020-08-02",1,"2020"
2020-08-03,"02:58:12","ein",10692,"2020-08-02",1,"2020"
2020-08-03,"20:43:50","aus",74630,"2020-08-03",-1,"2020"
2020-08-03,"20:49:22","aus",74962,"2020-08-03",-1,"2020"
2020-08-03,"21:15:48","ein",76548,"2020-08-03",1,"2020"
2020-08-03,"21:35:19","aus",77719,"2020-08-03",-1,"2020"
2020-08-03,"21:41:28","ein",78088,"2020-08-03",1,"2020"
2020-08-03,"21:44:34","ein",78274,"2020-08-03",1,"2020"
2020-08-03,"22:02:42","aus",79362,"2020-08-03",-1,"2020"
2020-08-03,"22:04:32","ein",79472,"2020-08-03",1,"2020"
2020-08-03,"22:10:59","ein",79859,"2020-08-03",1,"2020"
2020-08-03,"22:12:15","ein",79935,"2020-08-03",1,"2020"
2020-08-03,"22:13:52","ein",80032,"2020-08-03",1,"2020"
2020-08-03,"22:33:50","ein",81230,"2020-08-03",1,"2020"
2020-08-03,"22:33:50","ein",81230,"2020-08-03",1,"2020"
2020-08-03,"22:40:06","ein",81606,"2020-08-03",1,"2020"
2020-08-03,"22:48:02","aus",82082,"2020-08-03",-1,"2020"
2020-08-03,"22:55:07","ein",82507,"2020-08-03",1,"2020"
2020-08-03,"22:58:02","aus",82682,"2020-08-03",-1,"2020"
2020-08-03,"23:02:44","aus",82964,"2020-08-03",-1,"2020"
2020-08-03,"23:08:05","ein",83285,"2020-08-03",1,"2020"
2020-08-03,"23:09:22","aus",83362,"2020-08-03",-1,"2020"
2020-08-03,"23:16:00","aus",83760,"2020-08-03",-1,"2020"
2020-08-03,"23:17:16","ein",83836,"2020-08-03",1,"2020"
2020-08-03,"23:29:47","ein",84587,"2020-08-03",1,"2020"
2020-08-03,"23:49:44","aus",85784,"2020-08-03",-1,"2020"
2020-08-04,"00:03:55","aus",235,"2020-08-03",-1,"2020"
2020-08-04,"00:11:45","ein",705,"2020-08-03",1,"2020"
2020-08-04,"00:12:05","aus",725,"2020-08-03",-1,"2020"
2020-08-04,"00:12:24","ein",744,"2020-08-03",1,"2020"
2020-08-04,"00:21:06","ein",1266,"2020-08-03",1,"2020"
2020-08-04,"00:27:43","ein",1663,"2020-08-03",1,"2020"
2020-08-04,"00:39:45","ein",2385,"2020-08-03",1,"2020"
2020-08-04,"00:55:08","aus",3308,"2020-08-03",-1,"2020"
2020-08-04,"00:55:34","ein",3334,"2020-08-03",1,"2020"
2020-08-04,"00:59:45","aus",3585,"2020-08-03",-1,"2020"
2020-08-04,"00:59:49","aus",3589,"2020-08-03",-1,"2020"
2020-08-04,"01:00:25","aus",3625,"2020-08-03",-1,"2020"
2020-08-04,"01:05:20","aus",3920,"2020-08-03",-1,"2020"
2020-08-04,"01:06:22","ein",3982,"2020-08-03",1,"2020"
2020-08-04,"01:30:07","aus",5407,"2020-08-03",-1,"2020"
2020-08-04,"02:03:11","aus",7391,"2020-08-03",-1,"2020"
2020-08-04,"02:08:01","aus",7681,"2020-08-03",-1,"2020"
2020-08-04,"02:21:02","aus",8462,"2020-08-03",-1,"2020"
2020-08-04,"02:37:22","aus",9442,"2020-08-03",-1,"2020"
2020-08-04,"03:03:06","ein",10986,"2020-08-03",1,"2020"
2020-08-04,"03:10:53","ein",11453,"2020-08-03",1,"2020"
2020-08-04,"03:11:15","aus",11475,"2020-08-03",-1,"2020"
2020-08-04,"03:12:24","aus",11544,"2020-08-03",-1,"2020"
2020-08-04,"20:41:37","aus",74497,"2020-08-04",-1,"2020"
2020-08-04,"21:32:24","ein",77544,"2020-08-04",1,"2020"
2020-08-04,"21:38:31","ein",77911,"2020-08-04",1,"2020"
2020-08-04,"21:41:51","ein",78111,"2020-08-04",1,"2020"
2020-08-04,"21:46:49","aus",78409,"2020-08-04",-1,"2020"
2020-08-04,"21:49:10","ein",78550,"2020-08-04",1,"2020"
2020-08-04,"21:49:10","ein",78550,"2020-08-04",1,"2020"
2020-08-04,"21:54:37","ein",78877,"2020-08-04",1,"2020"
2020-08-04,"22:15:33","aus",80133,"2020-08-04",-1,"2020"
2020-08-04,"22:23:14","ein",80594,"2020-08-04",1,"2020"
2020-08-04,"22:38:28","aus",81508,"2020-08-04",-1,"2020"
2020-08-04,"22:38:58","aus",81538,"2020-08-04",-1,"2020"
2020-08-04,"22:40:50","ein",81650,"2020-08-04",1,"2020"
2020-08-04,"23:02:28","ein",82948,"2020-08-04",1,"2020"
2020-08-04,"23:04:09","aus",83049,"2020-08-04",-1,"2020"
2020-08-04,"23:37:00","aus",85020,"2020-08-04",-1,"2020"
2020-08-04,"23:44:56","ein",85496,"2020-08-04",1,"2020"
2020-08-05,"00:01:56","aus",116,"2020-08-04",-1,"2020"
2020-08-05,"00:20:42","ein",1242,"2020-08-04",1,"2020"
2020-08-05,"00:22:06","aus",1326,"2020-08-04",-1,"2020"
2020-08-05,"00:26:32","aus",1592,"2020-08-04",-1,"2020"
2020-08-05,"00:27:54","ein",1674,"2020-08-04",1,"2020"
2020-08-05,"00:32:09","aus",1929,"2020-08-04",-1,"2020"
2020-08-05,"00:44:41","ein",2681,"2020-08-04",1,"2020"
2020-08-05,"00:44:47","ein",2687,"2020-08-04",1,"2020"
2020-08-05,"00:53:43","aus",3223,"2020-08-04",-1,"2020"
2020-08-05,"01:06:20","ein",3980,"2020-08-04",1,"2020"
2020-08-05,"01:07:43","aus",4063,"2020-08-04",-1,"2020"
2020-08-05,"01:09:10","ein",4150,"2020-08-04",1,"2020"
2020-08-05,"01:20:32","ein",4832,"2020-08-04",1,"2020"
2020-08-05,"01:28:21","aus",5301,"2020-08-04",-1,"2020"
2020-08-05,"01:36:19","ein",5779,"2020-08-04",1,"2020"
2020-08-05,"01:36:50","aus",5810,"2020-08-04",-1,"2020"
2020-08-05,"01:56:19","aus",6979,"2020-08-04",-1,"2020"
2020-08-05,"02:03:00","ein",7380,"2020-08-04",1,"2020"
2020-08-05,"02:06:38","aus",7598,"2020-08-04",-1,"2020"
2020-08-05,"02:11:24","aus",7884,"2020-08-04",-1,"2020"
2020-08-05,"02:11:25","ein",7885,"2020-08-04",1,"2020"
2020-08-05,"02:16:17","aus",8177,"2020-08-04",-1,"2020"
2020-08-05,"02:23:06","aus",8586,"2020-08-04",-1,"2020"
2020-08-05,"02:36:19","ein",9379,"2020-08-04",1,"2020"
2020-08-05,"02:44:52","ein",9892,"2020-08-04",1,"2020"
2020-08-05,"02:50:06","ein",10206,"2020-08-04",1,"2020"
2020-08-05,"03:31:49","aus",12709,"2020-08-04",-1,"2020"
2020-08-05,"03:32:12","ein",12732,"2020-08-04",1,"2020"
2020-08-05,"03:44:52","aus",13492,"2020-08-04",-1,"2020"
2020-08-05,"20:27:26","aus",73646,"2020-08-05",-1,"2020"
2020-08-05,"20:41:52","aus",74512,"2020-08-05",-1,"2020"
2020-08-05,"21:33:01","aus",77581,"2020-08-05",-1,"2020"
2020-08-05,"21:37:29","ein",77849,"2020-08-05",1,"2020"
2020-08-05,"21:39:07","ein",77947,"2020-08-05",1,"2020"
2020-08-05,"21:53:18","ein",78798,"2020-08-05",1,"2020"
2020-08-05,"22:01:41","aus",79301,"2020-08-05",-1,"2020"
2020-08-05,"22:12:12","aus",79932,"2020-08-05",-1,"2020"
2020-08-05,"22:16:52","aus",80212,"2020-08-05",-1,"2020"
2020-08-05,"22:18:25","ein",80305,"2020-08-05",1,"2020"
2020-08-05,"22:20:37","ein",80437,"2020-08-05",1,"2020"
2020-08-05,"22:21:27","ein",80487,"2020-08-05",1,"2020"
2020-08-05,"22:22:08","ein",80528,"2020-08-05",1,"2020"
2020-08-05,"22:23:45","aus",80625,"2020-08-05",-1,"2020"
2020-08-05,"22:40:32","ein",81632,"2020-08-05",1,"2020"
2020-08-05,"22:52:58","ein",82378,"2020-08-05",1,"2020"
2020-08-05,"22:54:54","ein",82494,"2020-08-05",1,"2020"
2020-08-05,"23:04:00","aus",83040,"2020-08-05",-1,"2020"
2020-08-05,"23:16:01","aus",83761,"2020-08-05",-1,"2020"
2020-08-05,"23:19:01","ein",83941,"2020-08-05",1,"2020"
2020-08-05,"23:22:24","ein",84144,"2020-08-05",1,"2020"
2020-08-05,"23:24:46","aus",84286,"2020-08-05",-1,"2020"
2020-08-05,"23:26:50","ein",84410,"2020-08-05",1,"2020"
2020-08-05,"23:32:49","aus",84769,"2020-08-05",-1,"2020"
2020-08-05,"23:36:36","ein",84996,"2020-08-05",1,"2020"
2020-08-05,"23:36:39","ein",84999,"2020-08-05",1,"2020"
2020-08-05,"23:38:57","aus",85137,"2020-08-05",-1,"2020"
2020-08-05,"23:40:15","ein",85215,"2020-08-05",1,"2020"
2020-08-05,"23:40:31","aus",85231,"2020-08-05",-1,"2020"
2020-08-05,"23:40:48","ein",85248,"2020-08-05",1,"2020"
2020-08-05,"23:44:10","aus",85450,"2020-08-05",-1,"2020"
2020-08-05,"23:47:17","aus",85637,"2020-08-05",-1,"2020"
2020-08-05,"23:47:29","ein",85649,"2020-08-05",1,"2020"
2020-08-06,"00:40:52","aus",2452,"2020-08-05",-1,"2020"
2020-08-06,"00:59:31","aus",3571,"2020-08-05",-1,"2020"
2020-08-06,"01:14:16","ein",4456,"2020-08-05",1,"2020"
2020-08-06,"01:15:48","ein",4548,"2020-08-05",1,"2020"
2020-08-06,"01:25:01","aus",5101,"2020-08-05",-1,"2020"
2020-08-06,"01:30:10","ein",5410,"2020-08-05",1,"2020"
2020-08-06,"01:36:38","aus",5798,"2020-08-05",-1,"2020"
2020-08-06,"01:36:38","ein",5798,"2020-08-05",1,"2020"
2020-08-06,"01:37:46","aus",5866,"2020-08-05",-1,"2020"
2020-08-06,"01:38:02","ein",5882,"2020-08-05",1,"2020"
2020-08-06,"01:44:56","ein",6296,"2020-08-05",1,"2020"
2020-08-06,"01:45:40","aus",6340,"2020-08-05",-1,"2020"
2020-08-06,"01:45:40","aus",6340,"2020-08-05",-1,"2020"
2020-08-06,"01:56:47","ein",7007,"2020-08-05",1,"2020"
2020-08-06,"02:08:00","aus",7680,"2020-08-05",-1,"2020"
2020-08-06,"02:20:28","ein",8428,"2020-08-05",1,"2020"
2020-08-06,"02:40:11","aus",9611,"2020-08-05",-1,"2020"
2020-08-06,"02:54:34","aus",10474,"2020-08-05",-1,"2020"
2020-08-06,"02:54:57","ein",10497,"2020-08-05",1,"2020"
2020-08-06,"02:59:28","aus",10768,"2020-08-05",-1,"2020"
2020-08-06,"03:07:02","aus",11222,"2020-08-05",-1,"2020"
2020-08-06,"03:09:15","aus",11355,"2020-08-05",-1,"2020"
2020-08-06,"03:09:48","aus",11388,"2020-08-05",-1,"2020"
2020-08-06,"03:12:02","ein",11522,"2020-08-05",1,"2020"
2020-08-06,"20:38:36","aus",74316,"2020-08-06",-1,"2020"
2020-08-06,"20:48:34","aus",74914,"2020-08-06",-1,"2020"
2020-08-06,"21:06:51","aus",76011,"2020-08-06",-1,"2020"
2020-08-06,"21:10:18","aus",76218,"2020-08-06",-1,"2020"
2020-08-06,"21:31:15","ein",77475,"2020-08-06",1,"2020"
2020-08-06,"21:44:01","ein",78241,"2020-08-06",1,"2020"
2020-08-06,"21:49:21","ein",78561,"2020-08-06",1,"2020"
2020-08-06,"22:13:23","aus",80003,"2020-08-06",-1,"2020"
2020-08-06,"22:17:39","aus",80259,"2020-08-06",-1,"2020"
2020-08-06,"22:23:11","aus",80591,"2020-08-06",-1,"2020"
2020-08-06,"22:33:48","ein",81228,"2020-08-06",1,"2020"
2020-08-06,"22:39:48","ein",81588,"2020-08-06",1,"2020"
2020-08-06,"22:41:21","ein",81681,"2020-08-06",1,"2020"
2020-08-06,"22:51:41","ein",82301,"2020-08-06",1,"2020"
2020-08-06,"23:06:45","aus",83205,"2020-08-06",-1,"2020"
2020-08-06,"23:20:22","aus",84022,"2020-08-06",-1,"2020"
2020-08-06,"23:29:27","aus",84567,"2020-08-06",-1,"2020"
2020-08-06,"23:31:39","ein",84699,"2020-08-06",1,"2020"
2020-08-06,"23:32:08","ein",84728,"2020-08-06",1,"2020"
2020-08-06,"23:35:32","ein",84932,"2020-08-06",1,"2020"
2020-08-06,"23:42:26","aus",85346,"2020-08-06",-1,"2020"
2020-08-06,"23:46:20","ein",85580,"2020-08-06",1,"2020"
2020-08-06,"23:48:22","aus",85702,"2020-08-06",-1,"2020"
2020-08-06,"23:49:25","aus",85765,"2020-08-06",-1,"2020"
2020-08-06,"23:52:35","aus",85955,"2020-08-06",-1,"2020"
2020-08-07,"00:00:52","ein",52,"2020-08-06",1,"2020"
2020-08-07,"00:04:26","ein",266,"2020-08-06",1,"2020"
2020-08-07,"00:06:48","ein",408,"2020-08-06",1,"2020"
2020-08-07,"00:07:39","aus",459,"2020-08-06",-1,"2020"
2020-08-07,"00:08:42","ein",522,"2020-08-06",1,"2020"
2020-08-07,"00:09:06","aus",546,"2020-08-06",-1,"2020"
2020-08-07,"00:09:07","ein",547,"2020-08-06",1,"2020"
2020-08-07,"00:09:18","ein",558,"2020-08-06",1,"2020"
2020-08-07,"00:10:33","aus",633,"2020-08-06",-1,"2020"
2020-08-07,"00:11:19","ein",679,"2020-08-06",1,"2020"
2020-08-07,"00:11:30","aus",690,"2020-08-06",-1,"2020"
2020-08-07,"00:12:01","ein",721,"2020-08-06",1,"2020"
2020-08-07,"00:12:33","aus",753,"2020-08-06",-1,"2020"
2020-08-07,"00:13:11","ein",791,"2020-08-06",1,"2020"
2020-08-07,"00:14:16","aus",856,"2020-08-06",-1,"2020"
2020-08-07,"00:41:35","ein",2495,"2020-08-06",1,"2020"
2020-08-07,"00:49:15","aus",2955,"2020-08-06",-1,"2020"
2020-08-07,"00:56:10","aus",3370,"2020-08-06",-1,"2020"
2020-08-07,"01:03:37","ein",3817,"2020-08-06",1,"2020"
2020-08-07,"01:09:39","aus",4179,"2020-08-06",-1,"2020"
2020-08-07,"01:23:34","ein",5014,"2020-08-06",1,"2020"
2020-08-07,"01:38:26","aus",5906,"2020-08-06",-1,"2020"
2020-08-07,"01:50:36","ein",6636,"2020-08-06",1,"2020"
2020-08-07,"01:53:01","aus",6781,"2020-08-06",-1,"2020"
2020-08-07,"01:55:43","ein",6943,"2020-08-06",1,"2020"
2020-08-07,"01:58:05","aus",7085,"2020-08-06",-1,"2020"
2020-08-07,"01:59:47","ein",7187,"2020-08-06",1,"2020"
2020-08-07,"02:01:29","ein",7289,"2020-08-06",1,"2020"
2020-08-07,"02:02:56","ein",7376,"2020-08-06",1,"2020"
2020-08-07,"02:06:53","aus",7613,"2020-08-06",-1,"2020"
2020-08-07,"02:07:33","aus",7653,"2020-08-06",-1,"2020"
2020-08-07,"02:08:46","ein",7726,"2020-08-06",1,"2020"
2020-08-07,"02:13:57","ein",8037,"2020-08-06",1,"2020"
2020-08-07,"02:16:05","ein",8165,"2020-08-06",1,"2020"
2020-08-07,"02:21:01","aus",8461,"2020-08-06",-1,"2020"
2020-08-07,"02:21:20","aus",8480,"2020-08-06",-1,"2020"
2020-08-07,"02:28:01","ein",8881,"2020-08-06",1,"2020"
2020-08-07,"02:43:44","ein",9824,"2020-08-06",1,"2020"
2020-08-07,"02:49:32","aus",10172,"2020-08-06",-1,"2020"
2020-08-07,"02:49:54","aus",10194,"2020-08-06",-1,"2020"
2020-08-07,"02:54:09","aus",10449,"2020-08-06",-1,"2020"
2020-08-07,"02:56:27","aus",10587,"2020-08-06",-1,"2020"
2020-08-07,"03:05:16","aus",11116,"2020-08-06",-1,"2020"
2020-08-07,"03:09:20","ein",11360,"2020-08-06",1,"2020"
2020-08-07,"03:20:08","aus",12008,"2020-08-06",-1,"2020"
2020-08-07,"20:16:18","aus",72978,"2020-08-07",-1,"2020"
2020-08-07,"20:16:48","ein",73008,"2020-08-07",1,"2020"
2020-08-07,"20:26:51","aus",73611,"2020-08-07",-1,"2020"
2020-08-07,"20:40:05","aus",74405,"2020-08-07",-1,"2020"
2020-08-07,"20:49:31","aus",74971,"2020-08-07",-1,"2020"
2020-08-07,"21:07:44","ein",76064,"2020-08-07",1,"2020"
2020-08-07,"21:33:37","aus",77617,"2020-08-07",-1,"2020"
2020-08-07,"21:39:57","ein",77997,"2020-08-07",1,"2020"
2020-08-07,"21:43:03","ein",78183,"2020-08-07",1,"2020"
2020-08-07,"21:49:54","ein",78594,"2020-08-07",1,"2020"
2020-08-07,"21:50:37","aus",78637,"2020-08-07",-1,"2020"
2020-08-07,"22:03:14","ein",79394,"2020-08-07",1,"2020"
2020-08-07,"22:09:09","aus",79749,"2020-08-07",-1,"2020"
2020-08-07,"22:10:50","ein",79850,"2020-08-07",1,"2020"
2020-08-07,"22:11:06","aus",79866,"2020-08-07",-1,"2020"
2020-08-07,"22:14:25","ein",80065,"2020-08-07",1,"2020"
2020-08-07,"22:14:36","ein",80076,"2020-08-07",1,"2020"
2020-08-07,"22:15:29","ein",80129,"2020-08-07",1,"2020"
2020-08-07,"22:26:46","aus",80806,"2020-08-07",-1,"2020"
2020-08-07,"22:28:48","ein",80928,"2020-08-07",1,"2020"
2020-08-07,"22:42:06","aus",81726,"2020-08-07",-1,"2020"
2020-08-07,"22:43:33","aus",81813,"2020-08-07",-1,"2020"
2020-08-07,"22:45:09","ein",81909,"2020-08-07",1,"2020"
2020-08-07,"22:49:44","aus",82184,"2020-08-07",-1,"2020"
2020-08-07,"23:07:09","aus",83229,"2020-08-07",-1,"2020"
2020-08-07,"23:09:57","ein",83397,"2020-08-07",1,"2020"
2020-08-07,"23:13:25","ein",83605,"2020-08-07",1,"2020"
2020-08-07,"23:15:56","ein",83756,"2020-08-07",1,"2020"
2020-08-07,"23:23:18","aus",84198,"2020-08-07",-1,"2020"
2020-08-07,"23:23:35","aus",84215,"2020-08-07",-1,"2020"
2020-08-07,"23:23:56","ein",84236,"2020-08-07",1,"2020"
2020-08-07,"23:31:27","aus",84687,"2020-08-07",-1,"2020"
2020-08-07,"23:32:44","aus",84764,"2020-08-07",-1,"2020"
2020-08-07,"23:32:46","ein",84766,"2020-08-07",1,"2020"
2020-08-07,"23:34:08","aus",84848,"2020-08-07",-1,"2020"
2020-08-07,"23:34:34","ein",84874,"2020-08-07",1,"2020"
2020-08-07,"23:43:20","ein",85400,"2020-08-07",1,"2020"
2020-08-07,"23:46:14","ein",85574,"2020-08-07",1,"2020"
2020-08-07,"23:49:46","aus",85786,"2020-08-07",-1,"2020"
2020-08-07,"23:50:11","ein",85811,"2020-08-07",1,"2020"
2020-08-08,"00:03:00","aus",180,"2020-08-07",-1,"2020"
2020-08-08,"00:16:23","aus",983,"2020-08-07",-1,"2020"
2020-08-08,"00:16:30","aus",990,"2020-08-07",-1,"2020"
2020-08-08,"00:27:17","ein",1637,"2020-08-07",1,"2020"
2020-08-08,"00:28:06","aus",1686,"2020-08-07",-1,"2020"
2020-08-08,"00:28:59","ein",1739,"2020-08-07",1,"2020"
2020-08-08,"00:29:02","ein",1742,"2020-08-07",1,"2020"
2020-08-08,"00:39:33","ein",2373,"2020-08-07",1,"2020"
2020-08-08,"00:40:13","aus",2413,"2020-08-07",-1,"2020"
2020-08-08,"00:40:29","ein",2429,"2020-08-07",1,"2020"
2020-08-08,"00:42:11","aus",2531,"2020-08-07",-1,"2020"
2020-08-08,"00:49:32","aus",2972,"2020-08-07",-1,"2020"
2020-08-08,"00:51:46","ein",3106,"2020-08-07",1,"2020"
2020-08-08,"00:52:42","ein",3162,"2020-08-07",1,"2020"
2020-08-08,"00:57:26","aus",3446,"2020-08-07",-1,"2020"
2020-08-08,"01:12:32","ein",4352,"2020-08-07",1,"2020"
2020-08-08,"01:19:24","aus",4764,"2020-08-07",-1,"2020"
2020-08-08,"01:20:13","aus",4813,"2020-08-07",-1,"2020"
2020-08-08,"01:33:55","ein",5635,"2020-08-07",1,"2020"
2020-08-08,"01:39:42","ein",5982,"2020-08-07",1,"2020"
2020-08-08,"01:44:48","aus",6288,"2020-08-07",-1,"2020"
2020-08-08,"01:45:26","ein",6326,"2020-08-07",1,"2020"
2020-08-08,"01:47:13","ein",6433,"2020-08-07",1,"2020"
2020-08-08,"01:49:28","aus",6568,"2020-08-07",-1,"2020"
2020-08-08,"01:52:45","ein",6765,"2020-08-07",1,"2020"
2020-08-08,"01:52:47","ein",6767,"2020-08-07",1,"2020"
2020-08-08,"01:55:20","aus",6920,"2020-08-07",-1,"2020"
2020-08-08,"01:55:21","aus",6921,"2020-08-07",-1,"2020"
2020-08-08,"02:09:09","aus",7749,"2020-08-07",-1,"2020"
2020-08-08,"02:14:39","ein",8079,"2020-08-07",1,"2020"
2020-08-08,"02:15:34","aus",8134,"2020-08-07",-1,"2020"
2020-08-08,"02:15:34","aus",8134,"2020-08-07",-1,"2020"
2020-08-08,"02:18:42","ein",8322,"2020-08-07",1,"2020"
2020-08-08,"02:20:34","ein",8434,"2020-08-07",1,"2020"
2020-08-08,"02:27:49","ein",8869,"2020-08-07",1,"2020"
2020-08-08,"02:30:54","aus",9054,"2020-08-07",-1,"2020"
2020-08-08,"02:32:22","aus",9142,"2020-08-07",-1,"2020"
2020-08-08,"02:38:03","ein",9483,"2020-08-07",1,"2020"
2020-08-08,"02:38:14","aus",9494,"2020-08-07",-1,"2020"
2020-08-08,"02:39:43","ein",9583,"2020-08-07",1,"2020"
