"Datum","Uhrzeit","Event","EventSec","pseudodate","EventC","Year"
2018-03-26,"20:31:42","aus",73902,"2018-03-26",-1,"2018"
2018-03-26,"20:37:02","aus",74222,"2018-03-26",-1,"2018"
2018-03-26,"20:37:04","ein",74224,"2018-03-26",1,"2018"
2018-03-26,"20:37:33","aus",74253,"2018-03-26",-1,"2018"
2018-03-26,"20:37:41","aus",74261,"2018-03-26",-1,"2018"
2018-03-26,"20:39:03","aus",74343,"2018-03-26",-1,"2018"
2018-03-26,"20:39:33","aus",74373,"2018-03-26",-1,"2018"
2018-03-26,"20:40:27","ein",74427,"2018-03-26",1,"2018"
2018-03-26,"20:43:17","aus",74597,"2018-03-26",-1,"2018"
2018-03-26,"20:44:14","aus",74654,"2018-03-26",-1,"2018"
2018-03-26,"20:45:52","aus",74752,"2018-03-26",-1,"2018"
2018-03-26,"20:46:29","ein",74789,"2018-03-26",1,"2018"
2018-03-26,"20:46:45","aus",74805,"2018-03-26",-1,"2018"
2018-03-26,"20:47:07","ein",74827,"2018-03-26",1,"2018"
2018-03-26,"20:47:34","ein",74854,"2018-03-26",1,"2018"
2018-03-26,"20:47:39","aus",74859,"2018-03-26",-1,"2018"
2018-03-26,"20:47:43","aus",74863,"2018-03-26",-1,"2018"
2018-03-26,"20:48:38","ein",74918,"2018-03-26",1,"2018"
2018-03-26,"20:51:29","aus",75089,"2018-03-26",-1,"2018"
2018-03-26,"20:55:07","aus",75307,"2018-03-26",-1,"2018"
2018-03-26,"21:01:41","aus",75701,"2018-03-26",-1,"2018"
2018-03-26,"21:31:28","ein",77488,"2018-03-26",1,"2018"
2018-03-26,"21:31:32","aus",77492,"2018-03-26",-1,"2018"
2018-03-26,"21:31:33","ein",77493,"2018-03-26",1,"2018"
2018-03-26,"21:32:27","aus",77547,"2018-03-26",-1,"2018"
2018-03-26,"21:39:03","aus",77943,"2018-03-26",-1,"2018"
2018-03-26,"21:51:07","aus",78667,"2018-03-26",-1,"2018"
2018-03-26,"21:53:26","aus",78806,"2018-03-26",-1,"2018"
2018-03-27,"00:05:39","aus",339,"2018-03-26",-1,"2018"
2018-03-27,"00:24:54","ein",1494,"2018-03-26",1,"2018"
2018-03-27,"01:34:09","aus",5649,"2018-03-26",-1,"2018"
2018-03-27,"01:38:59","aus",5939,"2018-03-26",-1,"2018"
2018-03-27,"01:44:12","ein",6252,"2018-03-26",1,"2018"
2018-03-27,"02:16:58","aus",8218,"2018-03-26",-1,"2018"
2018-03-27,"02:19:32","ein",8372,"2018-03-26",1,"2018"
2018-03-27,"02:23:12","ein",8592,"2018-03-26",1,"2018"
2018-03-27,"02:57:29","ein",10649,"2018-03-26",1,"2018"
2018-03-27,"03:02:47","ein",10967,"2018-03-26",1,"2018"
2018-03-27,"03:13:12","aus",11592,"2018-03-26",-1,"2018"
2018-03-27,"04:57:43","ein",17863,"2018-03-26",1,"2018"
2018-03-27,"05:21:14","aus",19274,"2018-03-26",-1,"2018"
2018-03-27,"19:59:48","aus",71988,"2018-03-27",-1,"2018"
2018-03-27,"19:59:59","aus",71999,"2018-03-27",-1,"2018"
2018-03-27,"19:59:59","ein",71999,"2018-03-27",1,"2018"
2018-03-27,"20:00:00","aus",72000,"2018-03-27",-1,"2018"
2018-03-27,"20:09:36","aus",72576,"2018-03-27",-1,"2018"
2018-03-27,"20:25:43","aus",73543,"2018-03-27",-1,"2018"
2018-03-27,"20:25:43","ein",73543,"2018-03-27",1,"2018"
2018-03-27,"20:25:58","aus",73558,"2018-03-27",-1,"2018"
2018-03-27,"20:38:20","aus",74300,"2018-03-27",-1,"2018"
2018-03-27,"20:39:50","aus",74390,"2018-03-27",-1,"2018"
2018-03-27,"20:40:02","ein",74402,"2018-03-27",1,"2018"
2018-03-27,"20:40:08","aus",74408,"2018-03-27",-1,"2018"
2018-03-27,"20:57:31","aus",75451,"2018-03-27",-1,"2018"
2018-03-27,"21:05:58","aus",75958,"2018-03-27",-1,"2018"
2018-03-27,"21:06:11","ein",75971,"2018-03-27",1,"2018"
2018-03-27,"21:06:27","aus",75987,"2018-03-27",-1,"2018"
2018-03-27,"21:06:28","ein",75988,"2018-03-27",1,"2018"
2018-03-27,"21:07:30","aus",76050,"2018-03-27",-1,"2018"
2018-03-27,"21:22:23","ein",76943,"2018-03-27",1,"2018"
2018-03-27,"21:25:22","aus",77122,"2018-03-27",-1,"2018"
2018-03-27,"21:50:50","aus",78650,"2018-03-27",-1,"2018"
2018-03-27,"21:50:50","aus",78650,"2018-03-27",-1,"2018"
2018-03-27,"21:50:53","aus",78653,"2018-03-27",-1,"2018"
2018-03-27,"21:54:10","aus",78850,"2018-03-27",-1,"2018"
2018-03-27,"21:59:19","aus",79159,"2018-03-27",-1,"2018"
2018-03-27,"22:47:08","aus",82028,"2018-03-27",-1,"2018"
2018-03-27,"23:14:03","aus",83643,"2018-03-27",-1,"2018"
2018-03-27,"23:26:51","ein",84411,"2018-03-27",1,"2018"
2018-03-27,"23:32:07","ein",84727,"2018-03-27",1,"2018"
2018-03-27,"23:38:16","aus",85096,"2018-03-27",-1,"2018"
2018-03-27,"23:38:25","ein",85105,"2018-03-27",1,"2018"
2018-03-27,"23:46:27","ein",85587,"2018-03-27",1,"2018"
2018-03-27,"23:56:03","ein",86163,"2018-03-27",1,"2018"
2018-03-27,"23:58:49","aus",86329,"2018-03-27",-1,"2018"
2018-03-28,"00:46:38","aus",2798,"2018-03-27",-1,"2018"
2018-03-28,"01:24:52","aus",5092,"2018-03-27",-1,"2018"
2018-03-28,"01:31:25","aus",5485,"2018-03-27",-1,"2018"
2018-03-28,"01:32:06","ein",5526,"2018-03-27",1,"2018"
2018-03-28,"03:12:06","ein",11526,"2018-03-27",1,"2018"
2018-03-28,"03:12:11","aus",11531,"2018-03-27",-1,"2018"
2018-03-28,"20:11:53","aus",72713,"2018-03-28",-1,"2018"
2018-03-28,"20:22:14","aus",73334,"2018-03-28",-1,"2018"
2018-03-28,"20:38:03","aus",74283,"2018-03-28",-1,"2018"
2018-03-28,"20:55:07","aus",75307,"2018-03-28",-1,"2018"
2018-03-28,"21:04:20","aus",75860,"2018-03-28",-1,"2018"
2018-03-28,"21:04:21","ein",75861,"2018-03-28",1,"2018"
2018-03-28,"21:04:29","aus",75869,"2018-03-28",-1,"2018"
2018-03-28,"21:05:42","ein",75942,"2018-03-28",1,"2018"
2018-03-28,"21:08:35","aus",76115,"2018-03-28",-1,"2018"
2018-03-28,"21:35:53","ein",77753,"2018-03-28",1,"2018"
2018-03-28,"21:46:06","aus",78366,"2018-03-28",-1,"2018"
2018-03-28,"21:46:58","ein",78418,"2018-03-28",1,"2018"
2018-03-28,"22:50:11","aus",82211,"2018-03-28",-1,"2018"
2018-03-29,"00:18:22","aus",1102,"2018-03-28",-1,"2018"
2018-03-29,"00:18:36","ein",1116,"2018-03-28",1,"2018"
2018-03-29,"02:18:22","aus",8302,"2018-03-28",-1,"2018"
2018-03-29,"02:19:10","ein",8350,"2018-03-28",1,"2018"
2018-03-29,"20:13:02","aus",72782,"2018-03-29",-1,"2018"
2018-03-29,"20:15:37","aus",72937,"2018-03-29",-1,"2018"
2018-03-29,"20:21:54","aus",73314,"2018-03-29",-1,"2018"
2018-03-29,"20:28:48","ein",73728,"2018-03-29",1,"2018"
2018-03-29,"20:43:35","aus",74615,"2018-03-29",-1,"2018"
2018-03-29,"20:44:00","ein",74640,"2018-03-29",1,"2018"
2018-03-29,"21:14:43","aus",76483,"2018-03-29",-1,"2018"
2018-03-29,"21:14:45","ein",76485,"2018-03-29",1,"2018"
2018-03-29,"21:15:54","aus",76554,"2018-03-29",-1,"2018"
2018-03-29,"21:15:59","ein",76559,"2018-03-29",1,"2018"
2018-03-29,"21:18:14","aus",76694,"2018-03-29",-1,"2018"
2018-03-29,"21:18:17","ein",76697,"2018-03-29",1,"2018"
2018-03-29,"21:42:50","ein",78170,"2018-03-29",1,"2018"
2018-03-30,"20:29:18","aus",73758,"2018-03-30",-1,"2018"
2018-03-30,"20:36:33","aus",74193,"2018-03-30",-1,"2018"
2018-03-30,"20:36:55","ein",74215,"2018-03-30",1,"2018"
2018-03-30,"20:47:24","aus",74844,"2018-03-30",-1,"2018"
2018-03-30,"20:48:26","ein",74906,"2018-03-30",1,"2018"
2018-03-30,"20:51:59","aus",75119,"2018-03-30",-1,"2018"
2018-03-30,"21:14:49","ein",76489,"2018-03-30",1,"2018"
2018-03-30,"22:59:54","aus",82794,"2018-03-30",-1,"2018"
2018-03-30,"23:00:10","ein",82810,"2018-03-30",1,"2018"
2018-03-30,"23:03:02","aus",82982,"2018-03-30",-1,"2018"
2018-03-31,"20:04:31","aus",72271,"2018-03-31",-1,"2018"
2018-03-31,"21:09:58","aus",76198,"2018-03-31",-1,"2018"
2018-03-31,"21:09:59","ein",76199,"2018-03-31",1,"2018"
2018-03-31,"21:54:50","ein",78890,"2018-03-31",1,"2018"
2018-04-01,"00:44:54","aus",2694,"2018-03-31",-1,"2018"
2018-04-01,"00:44:54","ein",2694,"2018-03-31",1,"2018"
2018-04-01,"00:44:54","ein",2694,"2018-03-31",1,"2018"
2018-04-01,"00:44:54","aus",2694,"2018-03-31",-1,"2018"
2018-04-01,"00:44:54","aus",2694,"2018-03-31",-1,"2018"
2018-04-01,"00:44:54","ein",2694,"2018-03-31",1,"2018"
2018-04-01,"20:13:07","aus",72787,"2018-04-01",-1,"2018"
2018-04-01,"20:13:08","ein",72788,"2018-04-01",1,"2018"
2018-04-01,"20:38:36","aus",74316,"2018-04-01",-1,"2018"
2018-04-01,"21:14:06","ein",76446,"2018-04-01",1,"2018"
2018-04-01,"21:14:06","ein",76446,"2018-04-01",1,"2018"
2018-04-01,"21:31:53","aus",77513,"2018-04-01",-1,"2018"
2018-04-01,"21:31:54","ein",77514,"2018-04-01",1,"2018"
2018-04-01,"21:32:01","aus",77521,"2018-04-01",-1,"2018"
2018-04-01,"21:37:32","ein",77852,"2018-04-01",1,"2018"
2018-04-01,"21:57:56","aus",79076,"2018-04-01",-1,"2018"
2018-04-01,"22:20:58","aus",80458,"2018-04-01",-1,"2018"
2018-04-01,"22:21:04","aus",80464,"2018-04-01",-1,"2018"
2018-04-01,"22:21:06","ein",80466,"2018-04-01",1,"2018"
2018-04-01,"22:21:07","ein",80467,"2018-04-01",1,"2018"
2018-04-01,"22:21:17","aus",80477,"2018-04-01",-1,"2018"
2018-04-01,"22:21:24","aus",80484,"2018-04-01",-1,"2018"
2018-04-01,"22:21:25","ein",80485,"2018-04-01",1,"2018"
2018-04-01,"22:21:37","ein",80497,"2018-04-01",1,"2018"
2018-04-01,"22:27:11","aus",80831,"2018-04-01",-1,"2018"
2018-04-01,"22:27:31","ein",80851,"2018-04-01",1,"2018"
2018-04-02,"00:29:08","aus",1748,"2018-04-01",-1,"2018"
2018-04-02,"01:39:13","aus",5953,"2018-04-01",-1,"2018"
2018-04-02,"01:44:02","ein",6242,"2018-04-01",1,"2018"
2018-04-02,"20:23:15","ein",73395,"2018-04-02",1,"2018"
2018-04-02,"20:30:37","aus",73837,"2018-04-02",-1,"2018"
2018-04-02,"20:47:14","aus",74834,"2018-04-02",-1,"2018"
2018-04-02,"23:40:57","aus",85257,"2018-04-02",-1,"2018"
2018-04-03,"20:16:03","aus",72963,"2018-04-03",-1,"2018"
2018-04-03,"20:29:53","aus",73793,"2018-04-03",-1,"2018"
2018-04-03,"20:46:52","aus",74812,"2018-04-03",-1,"2018"
2018-04-03,"20:47:25","ein",74845,"2018-04-03",1,"2018"
2018-04-03,"20:47:28","aus",74848,"2018-04-03",-1,"2018"
2018-04-03,"20:48:23","aus",74903,"2018-04-03",-1,"2018"
2018-04-03,"21:03:14","aus",75794,"2018-04-03",-1,"2018"
2018-04-03,"21:10:44","aus",76244,"2018-04-03",-1,"2018"
2018-04-03,"23:42:52","aus",85372,"2018-04-03",-1,"2018"
2018-04-04,"01:16:45","aus",4605,"2018-04-03",-1,"2018"
2018-04-04,"20:11:39","aus",72699,"2018-04-04",-1,"2018"
2018-04-04,"20:24:10","ein",73450,"2018-04-04",1,"2018"
2018-04-04,"20:35:54","aus",74154,"2018-04-04",-1,"2018"
2018-04-04,"20:41:57","aus",74517,"2018-04-04",-1,"2018"
2018-04-04,"20:42:31","aus",74551,"2018-04-04",-1,"2018"
2018-04-04,"20:45:10","aus",74710,"2018-04-04",-1,"2018"
2018-04-04,"20:46:20","ein",74780,"2018-04-04",1,"2018"
2018-04-04,"20:47:06","aus",74826,"2018-04-04",-1,"2018"
2018-04-04,"20:54:47","ein",75287,"2018-04-04",1,"2018"
2018-04-04,"20:57:22","aus",75442,"2018-04-04",-1,"2018"
2018-04-04,"20:59:50","aus",75590,"2018-04-04",-1,"2018"
2018-04-04,"21:12:21","aus",76341,"2018-04-04",-1,"2018"
2018-04-04,"22:17:26","aus",80246,"2018-04-04",-1,"2018"
2018-04-04,"22:17:48","ein",80268,"2018-04-04",1,"2018"
2018-04-04,"22:17:52","aus",80272,"2018-04-04",-1,"2018"
2018-04-04,"22:18:57","ein",80337,"2018-04-04",1,"2018"
2018-04-04,"22:20:02","aus",80402,"2018-04-04",-1,"2018"
2018-04-04,"22:20:26","ein",80426,"2018-04-04",1,"2018"
2018-04-04,"22:21:11","aus",80471,"2018-04-04",-1,"2018"
2018-04-04,"22:21:23","ein",80483,"2018-04-04",1,"2018"
2018-04-04,"22:21:39","aus",80499,"2018-04-04",-1,"2018"
2018-04-04,"22:38:36","aus",81516,"2018-04-04",-1,"2018"
2018-04-04,"22:38:59","aus",81539,"2018-04-04",-1,"2018"
2018-04-04,"22:39:01","ein",81541,"2018-04-04",1,"2018"
2018-04-04,"22:39:12","aus",81552,"2018-04-04",-1,"2018"
2018-04-05,"00:08:27","aus",507,"2018-04-04",-1,"2018"
2018-04-05,"01:31:08","ein",5468,"2018-04-04",1,"2018"
2018-04-05,"01:31:16","aus",5476,"2018-04-04",-1,"2018"
2018-04-05,"03:17:47","ein",11867,"2018-04-04",1,"2018"
2018-04-05,"04:12:27","aus",15147,"2018-04-04",-1,"2018"
2018-04-05,"04:13:25","ein",15205,"2018-04-04",1,"2018"
2018-04-05,"04:46:00","aus",17160,"2018-04-04",-1,"2018"
2018-04-05,"04:48:15","ein",17295,"2018-04-04",1,"2018"
2018-04-05,"04:49:59","ein",17399,"2018-04-04",1,"2018"
2018-04-05,"04:54:21","aus",17661,"2018-04-04",-1,"2018"
2018-04-05,"08:09:02","aus",29342,"2018-04-04",-1,"2018"
2018-04-05,"08:10:11","ein",29411,"2018-04-04",1,"2018"
2018-04-05,"13:12:08","aus",47528,"2018-04-05",-1,"2018"
2018-04-05,"19:07:22","aus",68842,"2018-04-05",-1,"2018"
2018-04-05,"19:07:54","ein",68874,"2018-04-05",1,"2018"
2018-04-05,"19:08:21","aus",68901,"2018-04-05",-1,"2018"
2018-04-05,"19:08:35","ein",68915,"2018-04-05",1,"2018"
2018-04-05,"20:07:45","aus",72465,"2018-04-05",-1,"2018"
2018-04-05,"20:07:59","ein",72479,"2018-04-05",1,"2018"
2018-04-05,"20:14:41","aus",72881,"2018-04-05",-1,"2018"
2018-04-05,"20:20:43","ein",73243,"2018-04-05",1,"2018"
2018-04-05,"20:21:29","aus",73289,"2018-04-05",-1,"2018"
2018-04-05,"20:24:58","aus",73498,"2018-04-05",-1,"2018"
2018-04-05,"20:25:00","aus",73500,"2018-04-05",-1,"2018"
2018-04-05,"20:25:15","ein",73515,"2018-04-05",1,"2018"
2018-04-05,"20:30:23","aus",73823,"2018-04-05",-1,"2018"
2018-04-05,"20:30:26","aus",73826,"2018-04-05",-1,"2018"
2018-04-05,"20:33:50","aus",74030,"2018-04-05",-1,"2018"
2018-04-05,"20:34:51","aus",74091,"2018-04-05",-1,"2018"
2018-04-05,"20:35:24","aus",74124,"2018-04-05",-1,"2018"
2018-04-05,"20:35:27","aus",74127,"2018-04-05",-1,"2018"
2018-04-05,"20:37:26","aus",74246,"2018-04-05",-1,"2018"
2018-04-05,"20:40:46","aus",74446,"2018-04-05",-1,"2018"
2018-04-05,"20:41:50","ein",74510,"2018-04-05",1,"2018"
2018-04-05,"20:42:54","aus",74574,"2018-04-05",-1,"2018"
2018-04-05,"20:46:28","ein",74788,"2018-04-05",1,"2018"
2018-04-05,"20:55:54","aus",75354,"2018-04-05",-1,"2018"
2018-04-05,"20:57:11","ein",75431,"2018-04-05",1,"2018"
2018-04-05,"21:05:06","ein",75906,"2018-04-05",1,"2018"
2018-04-05,"21:06:29","aus",75989,"2018-04-05",-1,"2018"
2018-04-05,"21:09:58","ein",76198,"2018-04-05",1,"2018"
2018-04-05,"21:27:28","aus",77248,"2018-04-05",-1,"2018"
2018-04-05,"21:27:46","ein",77266,"2018-04-05",1,"2018"
2018-04-05,"21:28:46","aus",77326,"2018-04-05",-1,"2018"
2018-04-05,"21:28:47","aus",77327,"2018-04-05",-1,"2018"
2018-04-05,"21:34:55","aus",77695,"2018-04-05",-1,"2018"
2018-04-05,"21:46:58","aus",78418,"2018-04-05",-1,"2018"
2018-04-05,"21:47:21","ein",78441,"2018-04-05",1,"2018"
2018-04-05,"21:47:47","aus",78467,"2018-04-05",-1,"2018"
2018-04-05,"21:47:50","ein",78470,"2018-04-05",1,"2018"
2018-04-05,"21:50:59","aus",78659,"2018-04-05",-1,"2018"
2018-04-05,"21:55:19","aus",78919,"2018-04-05",-1,"2018"
2018-04-05,"22:03:55","aus",79435,"2018-04-05",-1,"2018"
2018-04-05,"22:04:30","ein",79470,"2018-04-05",1,"2018"
2018-04-05,"22:58:01","ein",82681,"2018-04-05",1,"2018"
2018-04-06,"01:50:11","aus",6611,"2018-04-05",-1,"2018"
2018-04-06,"03:32:55","aus",12775,"2018-04-05",-1,"2018"
2018-04-06,"17:59:31","aus",64771,"2018-04-06",-1,"2018"
2018-04-06,"18:00:00","ein",64800,"2018-04-06",1,"2018"
2018-04-06,"18:00:11","aus",64811,"2018-04-06",-1,"2018"
2018-04-06,"20:18:07","aus",73087,"2018-04-06",-1,"2018"
2018-04-06,"20:18:10","aus",73090,"2018-04-06",-1,"2018"
2018-04-06,"20:18:22","ein",73102,"2018-04-06",1,"2018"
2018-04-06,"20:34:12","aus",74052,"2018-04-06",-1,"2018"
2018-04-06,"20:50:16","aus",75016,"2018-04-06",-1,"2018"
2018-04-06,"21:02:39","aus",75759,"2018-04-06",-1,"2018"
2018-04-06,"21:04:23","aus",75863,"2018-04-06",-1,"2018"
2018-04-06,"21:10:03","ein",76203,"2018-04-06",1,"2018"
2018-04-06,"21:10:33","aus",76233,"2018-04-06",-1,"2018"
2018-04-06,"21:46:40","aus",78400,"2018-04-06",-1,"2018"
2018-04-06,"21:59:08","ein",79148,"2018-04-06",1,"2018"
2018-04-06,"22:06:54","ein",79614,"2018-04-06",1,"2018"
2018-04-06,"22:15:21","aus",80121,"2018-04-06",-1,"2018"
2018-04-06,"22:32:15","aus",81135,"2018-04-06",-1,"2018"
2018-04-06,"23:38:25","ein",85105,"2018-04-06",1,"2018"
2018-04-07,"00:03:21","aus",201,"2018-04-06",-1,"2018"
2018-04-07,"01:07:27","ein",4047,"2018-04-06",1,"2018"
2018-04-07,"02:57:11","ein",10631,"2018-04-06",1,"2018"
2018-04-07,"03:12:24","aus",11544,"2018-04-06",-1,"2018"
2018-04-07,"03:14:30","aus",11670,"2018-04-06",-1,"2018"
2018-04-07,"03:47:53","ein",13673,"2018-04-06",1,"2018"
2018-04-07,"04:12:51","aus",15171,"2018-04-06",-1,"2018"
2018-04-07,"20:18:15","aus",73095,"2018-04-07",-1,"2018"
2018-04-07,"20:19:28","ein",73168,"2018-04-07",1,"2018"
2018-04-07,"20:19:40","aus",73180,"2018-04-07",-1,"2018"
2018-04-07,"20:19:51","ein",73191,"2018-04-07",1,"2018"
2018-04-07,"20:29:53","aus",73793,"2018-04-07",-1,"2018"
2018-04-07,"20:36:44","aus",74204,"2018-04-07",-1,"2018"
2018-04-07,"20:39:17","aus",74357,"2018-04-07",-1,"2018"
2018-04-07,"20:39:17","ein",74357,"2018-04-07",1,"2018"
2018-04-07,"20:39:17","aus",74357,"2018-04-07",-1,"2018"
2018-04-07,"20:49:36","aus",74976,"2018-04-07",-1,"2018"
2018-04-07,"20:49:49","ein",74989,"2018-04-07",1,"2018"
2018-04-07,"20:52:28","ein",75148,"2018-04-07",1,"2018"
2018-04-07,"20:52:51","aus",75171,"2018-04-07",-1,"2018"
2018-04-07,"20:53:22","ein",75202,"2018-04-07",1,"2018"
2018-04-07,"20:53:31","ein",75211,"2018-04-07",1,"2018"
2018-04-07,"20:53:57","aus",75237,"2018-04-07",-1,"2018"
2018-04-07,"20:58:54","aus",75534,"2018-04-07",-1,"2018"
2018-04-07,"21:03:13","ein",75793,"2018-04-07",1,"2018"
2018-04-07,"21:03:54","aus",75834,"2018-04-07",-1,"2018"
2018-04-07,"21:04:33","aus",75873,"2018-04-07",-1,"2018"
2018-04-07,"21:05:25","aus",75925,"2018-04-07",-1,"2018"
2018-04-07,"21:28:29","aus",77309,"2018-04-07",-1,"2018"
2018-04-07,"21:31:34","aus",77494,"2018-04-07",-1,"2018"
2018-04-07,"21:39:04","ein",77944,"2018-04-07",1,"2018"
2018-04-07,"21:46:26","aus",78386,"2018-04-07",-1,"2018"
2018-04-07,"21:46:27","aus",78387,"2018-04-07",-1,"2018"
2018-04-07,"21:51:58","aus",78718,"2018-04-07",-1,"2018"
2018-04-07,"21:57:34","aus",79054,"2018-04-07",-1,"2018"
2018-04-07,"21:58:47","ein",79127,"2018-04-07",1,"2018"
2018-04-07,"22:37:33","aus",81453,"2018-04-07",-1,"2018"
2018-04-07,"22:55:20","aus",82520,"2018-04-07",-1,"2018"
2018-04-07,"23:03:08","aus",82988,"2018-04-07",-1,"2018"
2018-04-07,"23:10:43","aus",83443,"2018-04-07",-1,"2018"
2018-04-07,"23:16:25","aus",83785,"2018-04-07",-1,"2018"
2018-04-07,"23:16:58","aus",83818,"2018-04-07",-1,"2018"
2018-04-07,"23:16:58","ein",83818,"2018-04-07",1,"2018"
2018-04-07,"23:17:06","ein",83826,"2018-04-07",1,"2018"
2018-04-07,"23:17:15","aus",83835,"2018-04-07",-1,"2018"
2018-04-07,"23:40:18","aus",85218,"2018-04-07",-1,"2018"
2018-04-08,"00:26:08","aus",1568,"2018-04-07",-1,"2018"
2018-04-08,"01:32:42","ein",5562,"2018-04-07",1,"2018"
2018-04-08,"01:52:51","ein",6771,"2018-04-07",1,"2018"
2018-04-08,"02:16:21","ein",8181,"2018-04-07",1,"2018"
2018-04-08,"02:28:28","aus",8908,"2018-04-07",-1,"2018"
2018-04-08,"02:30:28","ein",9028,"2018-04-07",1,"2018"
2018-04-08,"02:44:33","aus",9873,"2018-04-07",-1,"2018"
2018-04-08,"02:46:24","ein",9984,"2018-04-07",1,"2018"
2018-04-08,"03:02:13","aus",10933,"2018-04-07",-1,"2018"
2018-04-08,"03:26:38","ein",12398,"2018-04-07",1,"2018"
2018-04-08,"03:27:25","aus",12445,"2018-04-07",-1,"2018"
2018-04-08,"03:45:51","ein",13551,"2018-04-07",1,"2018"
2018-04-08,"04:03:00","aus",14580,"2018-04-07",-1,"2018"
2018-04-08,"04:03:50","ein",14630,"2018-04-07",1,"2018"
2018-04-08,"04:21:06","ein",15666,"2018-04-07",1,"2018"
2018-04-08,"04:21:35","aus",15695,"2018-04-07",-1,"2018"
2018-04-08,"04:22:06","ein",15726,"2018-04-07",1,"2018"
2018-04-08,"04:28:00","aus",16080,"2018-04-07",-1,"2018"
2018-04-08,"04:30:50","aus",16250,"2018-04-07",-1,"2018"
2018-04-08,"04:38:14","aus",16694,"2018-04-07",-1,"2018"
2018-04-08,"04:38:15","aus",16695,"2018-04-07",-1,"2018"
2018-04-08,"04:38:24","ein",16704,"2018-04-07",1,"2018"
2018-04-08,"04:39:43","aus",16783,"2018-04-07",-1,"2018"
2018-04-08,"04:41:47","ein",16907,"2018-04-07",1,"2018"
2018-04-08,"04:49:15","ein",17355,"2018-04-07",1,"2018"
2018-04-08,"04:50:42","ein",17442,"2018-04-07",1,"2018"
2018-04-08,"20:20:26","aus",73226,"2018-04-08",-1,"2018"
2018-04-08,"20:31:11","aus",73871,"2018-04-08",-1,"2018"
2018-04-08,"20:40:17","aus",74417,"2018-04-08",-1,"2018"
2018-04-08,"20:41:42","aus",74502,"2018-04-08",-1,"2018"
2018-04-08,"20:42:24","aus",74544,"2018-04-08",-1,"2018"
2018-04-08,"20:42:37","ein",74557,"2018-04-08",1,"2018"
2018-04-08,"20:43:00","aus",74580,"2018-04-08",-1,"2018"
2018-04-08,"20:43:33","ein",74613,"2018-04-08",1,"2018"
2018-04-08,"20:44:56","aus",74696,"2018-04-08",-1,"2018"
2018-04-08,"20:45:21","aus",74721,"2018-04-08",-1,"2018"
2018-04-08,"20:45:42","ein",74742,"2018-04-08",1,"2018"
2018-04-08,"20:46:15","aus",74775,"2018-04-08",-1,"2018"
2018-04-08,"20:49:26","aus",74966,"2018-04-08",-1,"2018"
2018-04-08,"20:49:52","ein",74992,"2018-04-08",1,"2018"
2018-04-08,"20:51:19","aus",75079,"2018-04-08",-1,"2018"
2018-04-08,"20:54:03","ein",75243,"2018-04-08",1,"2018"
2018-04-08,"20:58:17","aus",75497,"2018-04-08",-1,"2018"
2018-04-08,"20:58:51","aus",75531,"2018-04-08",-1,"2018"
2018-04-08,"21:00:20","ein",75620,"2018-04-08",1,"2018"
2018-04-08,"21:00:45","aus",75645,"2018-04-08",-1,"2018"
2018-04-08,"21:01:24","aus",75684,"2018-04-08",-1,"2018"
2018-04-08,"21:02:13","ein",75733,"2018-04-08",1,"2018"
2018-04-08,"21:04:32","ein",75872,"2018-04-08",1,"2018"
2018-04-08,"21:08:12","aus",76092,"2018-04-08",-1,"2018"
2018-04-08,"21:17:57","ein",76677,"2018-04-08",1,"2018"
2018-04-08,"21:18:00","aus",76680,"2018-04-08",-1,"2018"
2018-04-08,"21:18:04","ein",76684,"2018-04-08",1,"2018"
2018-04-08,"21:18:18","aus",76698,"2018-04-08",-1,"2018"
2018-04-08,"21:18:44","aus",76724,"2018-04-08",-1,"2018"
2018-04-08,"21:19:59","ein",76799,"2018-04-08",1,"2018"
2018-04-08,"21:24:30","aus",77070,"2018-04-08",-1,"2018"
2018-04-08,"21:27:45","ein",77265,"2018-04-08",1,"2018"
2018-04-08,"21:30:05","aus",77405,"2018-04-08",-1,"2018"
2018-04-08,"21:36:20","aus",77780,"2018-04-08",-1,"2018"
2018-04-08,"21:42:58","ein",78178,"2018-04-08",1,"2018"
2018-04-08,"21:46:47","aus",78407,"2018-04-08",-1,"2018"
2018-04-08,"21:46:47","aus",78407,"2018-04-08",-1,"2018"
2018-04-09,"00:21:14","ein",1274,"2018-04-08",1,"2018"
2018-04-09,"01:07:45","aus",4065,"2018-04-08",-1,"2018"
2018-04-09,"01:07:46","ein",4066,"2018-04-08",1,"2018"
2018-04-09,"01:28:07","ein",5287,"2018-04-08",1,"2018"
2018-04-09,"01:28:18","aus",5298,"2018-04-08",-1,"2018"
2018-04-09,"01:29:00","aus",5340,"2018-04-08",-1,"2018"
2018-04-09,"02:22:34","ein",8554,"2018-04-08",1,"2018"
2018-04-09,"03:31:48","aus",12708,"2018-04-08",-1,"2018"
2018-04-09,"03:32:35","ein",12755,"2018-04-08",1,"2018"
2018-04-09,"03:32:40","ein",12760,"2018-04-08",1,"2018"
2018-04-09,"03:34:25","aus",12865,"2018-04-08",-1,"2018"
2018-04-09,"03:47:17","aus",13637,"2018-04-08",-1,"2018"
2018-04-09,"03:54:35","ein",14075,"2018-04-08",1,"2018"
2018-04-09,"04:16:36","ein",15396,"2018-04-08",1,"2018"
2018-04-09,"04:16:51","aus",15411,"2018-04-08",-1,"2018"
