Video.files,Date,Time,Event,EventC,VideoC,Innerloop,Accuracy,Week,Site,Date_auto,Time_auto,TimeofYear,pseudodate,pseudoday,flutter error,event missed
snip_2020_03_17_20_15_48_in.mp4,17.3.2021,20:16:13,LS3 Einflug,1,1,0,1,S4,Eldena_L8,17.3.2021,20:16:13,228,17/03/2021,228,0,
,17.3.2021,20:19:09,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,17.3.2021,20:19:09,228,17/03/2021,228,0,
,17.3.2021,20:25:28,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,17.3.2021,20:25:28,228,17/03/2021,228,0,
snip_2020_03_17_20_25_14_in.mp4,17.3.2021,20:25:39,LS3 Einflug,1,1,0,1,S4,Eldena_L8,17.3.2021,20:25:39,228,17/03/2021,228,0,
snip_2020_03_17_21_12_03_out.mp4,17.3.2021,21:12:29,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,17.3.2021,21:12:29,228,17/03/2021,228,0,
snip_2020_03_17_21_57_31_out.mp4,17.3.2021,21:57:57,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,17.3.2021,21:57:57,228,17/03/2021,228,0,
snip_2020_03_17_23_45_42_out.mp4,17.3.2021,23:33:49,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,17.3.2021,23:33:49,228,17/03/2021,228,0,
snip_2020_03_17_23_51_04_in.mp4,17.3.2021,23:46:12,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,17.3.2021,23:46:12,228,17/03/2021,228,0,
snip_2020_03_18_02_26_20_out.mp4,18.3.2021,2:26:48,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,2:26:48,229,17/03/2021,228,0,
snip_2020_03_18_02_30_41_out.mp4,18.3.2021,2:31:08,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,2:31:08,229,17/03/2021,228,0,
snip_2020_03_18_02_30_45_in.mp4,18.3.2021,2:31:12,LS3 Einflug,1,1,0,1,S4,Eldena_L8,18.3.2021,2:31:12,229,17/03/2021,228,0,
snip_2020_03_18_02_50_33_out.mp4,18.3.2021,2:51:01,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,2:51:01,229,17/03/2021,228,0,
snip_2020_03_18_03_42_33_out.mp4,18.3.2021,3:43:01,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,3:43:01,229,17/03/2021,228,0,
snip_2020_03_18_19_02_53_out.mp4,18.3.2021,19:03:25,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,19:03:25,229,18/03/2021,229,0,
snip_2020_03_18_19_57_36_out.mp4,18.3.2021,19:58:08,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,19:58:08,229,18/03/2021,229,0,
snip_2020_03_18_19_57_40_in.mp4,18.3.2021,19:58:12,LS3 Einflug,1,1,0,1,S4,Eldena_L8,18.3.2021,19:58:12,229,18/03/2021,229,0,
snip_2020_03_18_20_07_58_out.mp4,18.3.2021,20:08:30,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,20:08:30,229,18/03/2021,229,0,
snip_2020_03_18_20_08_09_in.mp4,18.3.2021,20:08:41,LS3 Einflug,1,1,0,1,S4,Eldena_L8,18.3.2021,20:08:41,229,18/03/2021,229,0,
snip_2020_03_18_20_22_41_out.mp4,18.3.2021,20:23:13,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,20:23:13,229,18/03/2021,229,0,
snip_2020_03_18_23_17_21_out.mp4,18.3.2021,23:17:55,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,23:17:55,229,18/03/2021,229,0,
snip_2020_03_18_23_17_30_in.mp4,18.3.2021,23:18:03,LS3 Einflug,1,1,0,1,S4,Eldena_L8,18.3.2021,23:18:03,229,18/03/2021,229,0,
snip_2020_03_18_23_17_44_out.mp4,18.3.2021,23:18:18,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,18.3.2021,23:18:18,229,18/03/2021,229,0,
,18.3.2021,23:18:19,LS3 Einflug,1,0,0,0,S4,Eldena_L8,18.3.2021,23:18:19,229,18/03/2021,229,0,
snip_2020_03_19_01_10_05_out.mp4,19.3.2021,1:10:40,LS3 Ausflug,-1,-1,1,1,S4,Eldena_L8,19.3.2021,1:10:40,230,18/03/2021,229,0,
snip_2020_03_19_01_10_08_in.mp4,19.3.2021,1:10:43,LS3 Einflug,1,1,1,1,S4,Eldena_L8,19.3.2021,1:10:43,230,18/03/2021,229,0,
snip_2020_03_19_03_51_11_out.mp4,19.3.2021,3:51:46,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,19.3.2021,3:51:46,230,18/03/2021,229,0,
,19.3.2021,3:51:48,LS3 Einflug,1,1,0,1,S4,Eldena_L8,19.3.2021,3:51:48,230,18/03/2021,229,0,
snip_2020_03_19_03_55_42_out.mp4,19.3.2021,3:56:17,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,19.3.2021,3:56:17,230,18/03/2021,229,0,
snip_2020_03_19_03_55_47_in.mp4,19.3.2021,3:56:21,LS3 Einflug,1,1,0,1,S4,Eldena_L8,19.3.2021,3:56:21,230,18/03/2021,229,0,
snip_2020_03_19_03_56_25_out.mp4,19.3.2021,3:57:00,LS3 Ausflug,-1,-1,0,1,S4,Eldena_L8,19.3.2021,3:57:00,230,18/03/2021,229,0,
snip_2020_03_19_03_56_48_in.mp4,19.3.2021,3:57:23,LS3 Einflug,1,1,0,1,S4,Eldena_L8,19.3.2021,3:57:23,230,18/03/2021,229,0,
snip_2021_03_19_19_19_54_out.mp4,19.3.2021,19:20:29,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,19.3.2021,19:20:29,230,19/03/2021,230,0,
snip_2021_03_19_19_19_57_in.mp4,19.3.2021,19:20:33,LS3 Einflug,1,1,0,1,S5,Eldena_L8,19.3.2021,19:20:33,230,19/03/2021,230,0,
snip_2021_03_19_19_40_50_out.mp4,19.3.2021,19:41:26,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,19.3.2021,19:41:26,230,19/03/2021,230,0,
snip_2021_03_19_19_41_03_in.mp4,19.3.2021,19:41:39,LS3 Einflug,1,1,0,1,S5,Eldena_L8,19.3.2021,19:41:39,230,19/03/2021,230,0,
snip_2021_03_19_19_45_02_out.mp4,19.3.2021,19:45:38,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,19.3.2021,19:45:38,230,19/03/2021,230,0,
snip_2021_03_19_19_45_06_in.mp4,19.3.2021,19:45:41,LS3 Einflug,1,1,0,1,S5,Eldena_L8,19.3.2021,19:45:41,230,19/03/2021,230,0,
snip_2021_03_19_20_11_52_out.mp4,19.3.2021,20:12:27,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,19.3.2021,20:12:27,230,19/03/2021,230,0,
snip_2021_03_19_20_11_56_in.mp4,19.3.2021,20:12:31,LS3 Einflug,1,1,0,1,S5,Eldena_L8,19.3.2021,20:12:31,230,19/03/2021,230,0,
snip_2021_03_19_21_11_46_in.mp4,19.3.2021,21:12:21,LS3 Einflug,1,1,0,1,S5,Eldena_L8,19.3.2021,21:12:21,230,19/03/2021,230,0,
snip_2021_03_19_22_10_30_in.mp4,19.3.2021,22:11:07,LS3 Einflug,1,1,0,1,S5,Eldena_L8,19.3.2021,22:11:07,230,19/03/2021,230,0,
snip_2021_03_19_22_11_16_out.mp4,19.3.2021,22:11:53,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,19.3.2021,22:11:53,230,19/03/2021,230,0,
snip_2021_03_19_22_11_22_in.mp4,19.3.2021,22:11:58,LS3 Einflug,1,1,0,1,S5,Eldena_L8,19.3.2021,22:11:58,230,19/03/2021,230,0,
snip_2021_03_20_19_04_52_out.mp4,20.3.2021,19:05:34,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,20.3.2021,19:05:34,231,20/03/2021,231,0,
snip_2021_03_20_19_46_06_out.mp4,20.3.2021,19:46:49,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,20.3.2021,19:46:49,231,20/03/2021,231,0,
snip_2021_03_20_19_46_14_in.mp4,20.3.2021,19:46:56,LS3 Einflug,1,1,0,1,S5,Eldena_L8,20.3.2021,19:46:56,231,20/03/2021,231,0,
snip_2021_03_20_22_13_19_out.mp4,20.3.2021,22:14:03,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,20.3.2021,22:14:03,231,20/03/2021,231,0,
snip_2021_03_20_22_59_49_out.mp4,20.3.2021,23:00:33,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,20.3.2021,23:00:33,231,20/03/2021,231,0,
snip_2021_03_20_23_00_15_in.mp4,20.3.2021,23:00:59,LS3 Einflug,1,1,0,1,S5,Eldena_L8,20.3.2021,23:00:59,231,20/03/2021,231,0,
snip_2021_03_20_23_00_28_out.mp4,20.3.2021,23:01:12,LS3 Ausflug,-1,-1,1,1,S5,Eldena_L8,20.3.2021,23:01:12,231,20/03/2021,231,0,
snip_2021_03_20_23_00_30_in.mp4,20.3.2021,23:01:14,LS3 Einflug,1,1,1,1,S5,Eldena_L8,20.3.2021,23:01:14,231,20/03/2021,231,0,
snip_2021_03_21_19_25_28_out.mp4,21.3.2021,19:26:18,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,21.3.2021,19:26:18,232,21/03/2021,232,0,
,21.3.2021,19:26:38,LS3 Einflug,1,1,0,1,S5,Eldena_L8,21.3.2021,19:26:38,232,21/03/2021,232,0,
snip_2021_03_21_20_09_58_in.mp4,21.3.2021,20:10:48,LS3 Einflug,1,1,0,1,S5,Eldena_L8,21.3.2021,20:10:48,232,21/03/2021,232,0,
snip_2021_03_21_20_56_24_out.mp4,21.3.2021,20:57:15,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,21.3.2021,20:57:15,232,21/03/2021,232,0,
snip_2021_03_21_21_13_52_in.mp4,21.3.2021,21:14:43,LS3 Einflug,1,1,0,1,S5,Eldena_L8,21.3.2021,21:14:43,232,21/03/2021,232,0,
snip_2021_03_21_21_45_36_out.mp4,21.3.2021,21:46:27,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,21.3.2021,21:46:27,232,21/03/2021,232,0,
snip_2021_03_22_02_36_39_out.mp4,22.3.2021,2:37:31,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,2:37:31,233,21/03/2021,232,0,
snip_2021_03_22_03_53_14_out.mp4,22.3.2021,3:54:06,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,3:54:06,233,21/03/2021,232,0,
snip_2021_03_22_03_53_16_in.mp4,22.3.2021,3:54:08,LS3 Einflug,1,1,0,1,S5,Eldena_L8,22.3.2021,3:54:08,233,21/03/2021,232,0,
snip_2021_03_22_18_44_12_in.mp4,22.3.2021,18:45:09,LS3 Einflug,1,1,0,1,S5,Eldena_L8,22.3.2021,18:45:09,233,22/03/2021,233,1,-1
snip_2021_03_22_18_44_49_out.mp4,22.3.2021,18:45:15,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,18:45:15,233,22/03/2021,233,0,
snip_2021_03_22_18_44_50_in.mp4,22.3.2021,18:45:25,LS3 Einflug,1,1,0,1,S5,Eldena_L8,22.3.2021,18:45:25,233,22/03/2021,233,0,
snip_2021_03_22_19_15_59_out.mp4,22.3.2021,18:45:51,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,18:45:51,233,22/03/2021,233,0,
snip_2021_03_22_18_46_45_in.mp4,22.3.2021,18:47:42,LS3 Einflug,1,1,0,1,S5,Eldena_L8,22.3.2021,18:47:42,233,22/03/2021,233,0,
snip_2021_03_22_19_15_59_out.mp4,22.3.2021,19:16:56,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,19:16:56,233,22/03/2021,233,0,
snip_2021_03_22_19_33_33_out.mp4,22.3.2021,19:34:30,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,19:34:30,233,22/03/2021,233,0,
snip_2021_03_22_19_52_41_out.mp4,22.3.2021,19:46:44,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,19:46:44,233,22/03/2021,233,0,
snip_2021_03_22_19_53_40_out.mp4,22.3.2021,19:54:38,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,19:54:38,233,22/03/2021,233,0,
snip_2021_03_22_20_31_54_out.mp4,22.3.2021,20:32:53,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,20:32:53,233,22/03/2021,233,0,
snip_2021_03_22_20_32_22_in.mp4,22.3.2021,20:33:20,LS3 Einflug,1,1,0,1,S5,Eldena_L8,22.3.2021,20:33:20,233,22/03/2021,233,0,
snip_2021_03_22_20_33_16_out.mp4,22.3.2021,20:34:14,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,20:34:14,233,22/03/2021,233,0,
snip_2021_03_22_21_11_26_out.mp4,22.3.2021,21:12:24,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,21:12:24,233,22/03/2021,233,0,
snip_2021_03_22_21_25_28_out.mp4,22.3.2021,21:26:26,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,21:26:26,233,22/03/2021,233,0,
snip_2021_03_22_21_26_46_in.mp4,22.3.2021,21:27:44,LS3 Einflug,1,1,0,1,S5,Eldena_L8,22.3.2021,21:27:44,233,22/03/2021,233,0,
snip_2021_03_22_22_22_05_out.mp4,22.3.2021,22:23:03,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,22:23:03,233,22/03/2021,233,0,
snip_2021_03_22_22_23_09_out.mp4,22.3.2021,22:24:07,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,22:24:07,233,22/03/2021,233,0,
snip_2021_03_22_23_18_56_out.mp4,22.3.2021,23:19:54,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,23:19:54,233,22/03/2021,233,0,
snip_2021_03_22_23_56_19_out.mp4,22.3.2021,23:57:18,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,22.3.2021,23:57:18,233,22/03/2021,233,0,
snip_2021_03_23_00_52_33_out.mp4,23.3.2021,0:53:33,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,23.3.2021,0:53:33,234,22/03/2021,233,0,
snip_2021_03_23_02_34_27_out.mp4,23.3.2021,2:35:27,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,23.3.2021,2:35:27,234,22/03/2021,233,0,
snip_2021_03_23_03_51_01_out.mp4,23.3.2021,3:52:02,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,23.3.2021,3:52:02,234,22/03/2021,233,0,
snip_2021_03_23_19_15_21_in.mp4,23.3.2021,19:16:24,LS3 Einflug,1,1,0,1,S5,Eldena_L8,23.3.2021,19:16:24,234,23/03/2021,234,0,
snip_2021_03_23_19_19_51_out.mp4,23.3.2021,19:20:56,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,23.3.2021,19:20:56,234,23/03/2021,234,0,
,23.3.2021,19:20:56,LS3 Ausflug,-1,0,0,0,S5,Eldena_L8,23.3.2021,19:20:56,234,23/03/2021,234,0,
snip_2021_03_23_19_48_04_out.mp4,23.3.2021,19:49:09,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,23.3.2021,19:49:09,234,23/03/2021,234,0,
snip_2021_03_23_19_48_14_in.mp4,23.3.2021,19:49:19,LS3 Einflug,1,1,0,1,S5,Eldena_L8,23.3.2021,19:49:19,234,23/03/2021,234,0,
snip_2021_03_23_20_51_14_out.mp4,23.3.2021,20:52:20,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,23.3.2021,20:52:20,234,23/03/2021,234,0,
snip_2021_03_23_21_19_32_out.mp4,23.3.2021,21:20:37,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,23.3.2021,21:20:37,234,23/03/2021,234,0,
snip_2021_03_23_23_22_51_out.mp4,23.3.2021,23:23:57,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,23.3.2021,23:23:57,234,23/03/2021,234,0,
snip_2021_03_24_00_06_12_out.mp4,24.3.2021,0:07:19,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,0:07:19,235,23/03/2021,234,0,
snip_2021_03_24_02_22_05_out.mp4,24.3.2021,2:23:12,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,2:23:12,235,23/03/2021,234,0,
snip_2021_03_24_02_29_29_out.mp4,24.3.2021,2:30:36,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,2:30:36,235,23/03/2021,234,0,
snip_2021_03_24_02_30_21_out.mp4,24.3.2021,2:31:28,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,2:31:28,235,23/03/2021,234,0,
snip_2021_03_24_02_30_42_out.mp4,24.3.2021,2:31:48,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,2:31:48,235,23/03/2021,234,0,
snip_2021_03_24_02_31_33_out.mp4,24.3.2021,2:32:39,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,2:32:39,235,23/03/2021,234,0,
snip_2021_03_24_03_49_10_out.mp4,24.3.2021,3:50:18,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,3:50:18,235,23/03/2021,234,0,
snip_2021_03_24_18_52_15_out.mp4,24.3.2021,18:53:28,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,18:53:28,235,24/03/2021,235,0,
snip_2021_03_24_18_53_40_out.mp4,24.3.2021,18:54:52,LS3 Ausflug,-1,-1,1,1,S5,Eldena_L8,24.3.2021,18:54:52,235,24/03/2021,235,0,
snip_2021_03_24_18_53_42_in.mp4,24.3.2021,18:54:54,LS3 Einflug,1,1,1,1,S5,Eldena_L8,24.3.2021,18:54:54,235,24/03/2021,235,0,
snip_2021_03_24_19_02_13_out.mp4,24.3.2021,19:03:26,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,19:03:26,235,24/03/2021,235,0,
snip_2021_03_24_19_12_03_out.mp4,24.3.2021,19:13:15,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,19:13:15,235,24/03/2021,235,0,
snip_2021_03_24_19_12_10_in.mp4,24.3.2021,19:13:22,LS3 Einflug,1,1,0,1,S5,Eldena_L8,24.3.2021,19:13:22,235,24/03/2021,235,0,
snip_2021_03_24_19_19_49_out.mp4,24.3.2021,19:21:02,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,19:21:02,235,24/03/2021,235,0,
snip_2021_03_24_19_21_05_out.mp4,24.3.2021,19:22:17,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,19:22:17,235,24/03/2021,235,0,
snip_2021_03_24_19_50_57_out.mp4,24.3.2021,19:52:10,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,19:52:10,235,24/03/2021,235,0,
snip_2021_03_24_19_58_27_out.mp4,24.3.2021,19:59:40,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,19:59:40,235,24/03/2021,235,0,
snip_2021_03_24_19_58_44_in.mp4,24.3.2021,19:59:56,LS3 Einflug,1,1,0,1,S5,Eldena_L8,24.3.2021,19:59:56,235,24/03/2021,235,0,
snip_2021_03_24_20_08_54_out.mp4,24.3.2021,20:10:06,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,20:10:06,235,24/03/2021,235,0,
snip_2021_03_24_20_09_51_out.mp4,24.3.2021,20:11:03,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,20:11:03,235,24/03/2021,235,0,
snip_2021_03_24_20_16_23_out.mp4,24.3.2021,20:17:35,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,20:17:35,235,24/03/2021,235,0,
snip_2021_03_24_20_30_45_in.mp4,24.3.2021,20:31:57,LS3 Einflug,1,1,0,1,S5,Eldena_L8,24.3.2021,20:31:57,235,24/03/2021,235,0,
snip_2021_03_24_20_42_18_out.mp4,24.3.2021,20:43:31,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,20:43:31,235,24/03/2021,235,0,
snip_2021_03_24_21_06_12_out.mp4,24.3.2021,21:07:25,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:07:25,235,24/03/2021,235,0,
snip_2021_03_24_21_09_06_out.mp4,24.3.2021,21:10:18,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:10:18,235,24/03/2021,235,0,
snip_2021_03_24_21_09_57_in.mp4,24.3.2021,21:11:09,LS3 Einflug,1,1,0,1,S5,Eldena_L8,24.3.2021,21:11:09,235,24/03/2021,235,0,
snip_2021_03_24_21_13_29_out.mp4,24.3.2021,21:14:41,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:14:41,235,24/03/2021,235,0,
snip_2021_03_24_21_13_34_out.mp4,24.3.2021,21:14:47,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:14:47,235,24/03/2021,235,0,
snip_2021_03_24_21_16_25_out.mp4,24.3.2021,21:17:37,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:17:37,235,24/03/2021,235,0,
snip_2021_03_24_21_18_54_out.mp4,24.3.2021,21:20:06,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:20:06,235,24/03/2021,235,0,
snip_2021_03_24_21_20_33_out.mp4,24.3.2021,21:21:46,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:21:46,235,24/03/2021,235,0,
snip_2021_03_24_21_26_40_out.mp4,24.3.2021,21:27:52,LS3 Ausflug,-1,-1,1,1,S5,Eldena_L8,24.3.2021,21:27:52,235,24/03/2021,235,0,
snip_2021_03_24_21_26_42_in.mp4,24.3.2021,21:27:54,LS3 Einflug,1,1,1,1,S5,Eldena_L8,24.3.2021,21:27:54,235,24/03/2021,235,0,
snip_2021_03_24_21_26_45_out.mp4,24.3.2021,21:27:57,LS3 Ausflug,-1,-1,1,1,S5,Eldena_L8,24.3.2021,21:27:57,235,24/03/2021,235,0,
snip_2021_03_24_21_26_47_in.mp4,24.3.2021,21:27:59,LS3 Einflug,1,1,1,1,S5,Eldena_L8,24.3.2021,21:27:59,235,24/03/2021,235,0,
snip_2021_03_24_21_27_07_out.mp4,24.3.2021,21:28:19,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:28:19,235,24/03/2021,235,0,
snip_2021_03_24_21_27_17_out.mp4,24.3.2021,21:28:29,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:28:29,235,24/03/2021,235,0,
snip_2021_03_24_21_27_35_in.mp4,24.3.2021,21:28:47,LS3 Einflug,1,1,0,1,S5,Eldena_L8,24.3.2021,21:28:47,235,24/03/2021,235,0,
snip_2021_03_24_21_33_44_out.mp4,24.3.2021,21:34:56,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:34:56,235,24/03/2021,235,0,
snip_2021_03_24_21_36_55_out.mp4,24.3.2021,21:38:07,LS3 Ausflug,-1,0,1,0,S5,Eldena_L8,24.3.2021,21:38:07,235,24/03/2021,235,0,
snip_2021_03_24_21_40_12_out.mp4,24.3.2021,21:41:24,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,21:41:24,235,24/03/2021,235,0,
snip_2021_03_24_21_59_24_out.mp4,24.3.2021,22:00:37,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,22:00:37,235,24/03/2021,235,0,
snip_2021_03_24_22_26_24_out.mp4,24.3.2021,22:27:37,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,22:27:37,235,24/03/2021,235,0,
snip_2021_03_24_22_40_10_out.mp4,24.3.2021,22:41:23,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,22:41:23,235,24/03/2021,235,0,
snip_2021_03_24_22_50_32_out.mp4,24.3.2021,22:51:45,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,22:51:45,235,24/03/2021,235,0,
snip_2021_03_24_22_53_21_out.mp4,24.3.2021,22:54:34,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,22:54:34,235,24/03/2021,235,0,
snip_2021_03_24_23_29_03_out.mp4,24.3.2021,23:30:16,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,23:30:16,235,24/03/2021,235,0,
snip_2021_03_24_23_30_28_out.mp4,24.3.2021,23:31:42,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,23:31:42,235,24/03/2021,235,0,
snip_2021_03_24_23_42_51_out.mp4,24.3.2021,23:44:05,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,24.3.2021,23:44:05,235,24/03/2021,235,0,
snip_2021_03_25_00_47_59_out.mp4,25.3.2021,0:49:13,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,0:49:13,236,24/03/2021,235,0,
snip_2021_03_25_01_02_28_out.mp4,25.3.2021,1:03:42,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,1:03:42,236,24/03/2021,235,0,
snip_2021_03_25_01_08_01_out.mp4,25.3.2021,1:09:14,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,1:09:14,236,24/03/2021,235,0,
snip_2021_03_25_01_08_15_in.mp4,25.3.2021,1:09:28,LS3 Einflug,1,1,0,1,S5,Eldena_L8,25.3.2021,1:09:28,236,24/03/2021,235,0,
snip_2021_03_25_01_11_12_out.mp4,25.3.2021,1:12:26,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,1:12:26,236,24/03/2021,235,0,
snip_2021_03_25_02_32_13_out.mp4,25.3.2021,2:33:27,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,2:33:27,236,24/03/2021,235,0,
snip_2021_03_25_02_40_36_out.mp4,25.3.2021,2:41:50,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,2:41:50,236,24/03/2021,235,0,
snip_2021_03_25_02_40_52_in.mp4,25.3.2021,2:42:06,LS3 Einflug,1,1,0,1,S5,Eldena_L8,25.3.2021,2:42:06,236,24/03/2021,235,0,
snip_2021_03_25_02_41_16_out.mp4,25.3.2021,2:42:31,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,2:42:31,236,24/03/2021,235,0,
snip_2021_03_25_02_52_41_out.mp4,25.3.2021,2:53:56,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,2:53:56,236,24/03/2021,235,0,
snip_2021_03_25_03_11_44_out.mp4,25.3.2021,3:12:59,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,3:12:59,236,24/03/2021,235,0,
snip_2021_03_25_03_11_48_in.mp4,25.3.2021,3:13:02,LS3 Einflug,1,1,0,1,S5,Eldena_L8,25.3.2021,3:13:02,236,24/03/2021,235,0,
snip_2021_03_25_03_11_50_out.mp4,25.3.2021,3:13:05,LS3 Ausflug,-1,-1,0,1,S5,Eldena_L8,25.3.2021,3:13:05,236,24/03/2021,235,0,
